,date,team_id,pts,opp_id,opp_pts,is_playoffs
117,06/14/2015,RAL,26,JAX,28,0
118,06/14/2015,NSH,21,ATL,25,0
119,06/14/2015,SEA,25,SJ,23,0
120,06/19/2015,CHI,22,MAD,23,0
121,06/20/2015,TOR,24,MTL,18,0
122,06/20/2015,JAX,29,ATL,27,0
123,06/20/2015,DC,7,NY,8,0
124,06/20/2015,MAD,24,CHI,16,0
125,06/20/2015,CHA,21,RAL,24,0
126,06/20/2015,CIN,19,PIT,25,0
127,06/20/2015,SJ,35,SEA,28,0
128,06/20/2015,SD,32,VAN,28,0
129,06/21/2015,ROC,21,MTL,24,0
130,06/21/2015,ROC,17,MTL,23,0
131,06/21/2015,NY,21,DC,13,0
132,06/21/2015,SF,25,SEA,21,0
133,06/21/2015,LA,27,VAN,20,0
134,06/27/2015,MTL,25,OTT,29,0
135,06/27/2015,DET,11,CHI,21,0
136,06/27/2015,TOR,27,ROC,10,0
137,06/27/2015,CIN,17,MIN,21,0
138,06/27/2015,CHA,13,ATL,26,0
139,06/27/2015,RAL,20,NSH,15,0
140,06/27/2015,VAN,19,SF,22,0
141,06/28/2015,NY,24,PHI,13,0
142,06/28/2015,PIT,27,CHI,26,0
143,06/28/2015,IND,21,MIN,25,0
144,06/28/2015,SEA,27,SF,17,0
145,07/03/2015,ROC,19,NY,25,0
146,07/04/2015,ATL,21,JAX,24,0
147,07/04/2015,OTT,25,DC,26,0
148,07/05/2015,MTL,25,DC,21,0
149,07/10/2015,PIT,42,DET,16,0
150,07/10/2015,DC,27,PHI,12,0
151,07/11/2015,JAX,29,NSH,27,0
152,07/11/2015,DC,27,ROC,19,0
153,07/11/2015,RAL,26,CHA,23,0
154,07/11/2015,CIN,27,PIT,33,0
155,07/11/2015,MIN,22,IND,21,0
156,07/11/2015,SD,23,LA,22,0
157,07/12/2015,MAD,25,IND,24,0
158,07/12/2015,PHI,26,ROC,16,0
159,07/12/2015,ATL,28,NSH,18,0
160,07/16/2015,TOR,39,ROC,17,0
161,07/17/2015,MIN,45,DET,11,0
162,07/17/2015,MAD,39,CIN,19,0
163,07/18/2015,PHI,17,NY,20,0
164,07/18/2015,PIT,29,IND,25,0
165,07/18/2015,OTT,26,TOR,30,0
166,07/18/2015,NSH,22,CHA,19,0
167,07/18/2015,SF,32,SJ,18,0
168,07/18/2015,SEA,30,VAN,17,0
169,07/18/2015,LA,21,SD,16,0
170,07/19/2015,NSH,17,CHA,18,0
171,07/19/2015,CHI,28,DET,12,0
172,07/19/2015,TOR,25,OTT,19,0
173,07/19/2015,VAN,26,SEA,24,0
174,07/19/2015,SD,21,LA,15,0
175,07/24/2015,MTL,20,NY,33,1
176,07/25/2015,PIT,24,CHI,23,1
177,07/25/2015,TOR,25,NY,19,1
178,07/25/2015,MAD,24,PIT,21,1
179,07/25/2015,RAL,28,JAX,27,1
180,07/25/2015,SEA,21,SF,19,1
181,07/26/2015,SJ,21,SEA,19,1
182,08/08/2015,MAD,22,RAL,19,1
183,08/08/2015,SJ,25,TOR,20,1
184,08/09/2015,SJ,17,MAD,15,1
