gameorder,game_id,_iscopy,year_id,date,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast
277,201407050CIN,0,2014,07/05/2014,14,0,CIN,Revolution,24,1355.154223469662,1363.6124383155716,DET,Mechanix,20,1256.928904120248,1248.4706892743384,H,W,0.7178544996256863
277,201407050CIN,1,2014,07/05/2014,14,0,DET,Mechanix,20,1256.928904120248,1248.4706892743384,CIN,Revolution,24,1355.154223469662,1363.6124383155716,A,L,0.28214550037431374
278,201407050TOR,0,2014,07/05/2014,13,0,TOR,Rush,19,1747.6201758758143,1733.30312384081,MTL,Royal,20,1474.4266624309837,1488.743714465988,H,L,0.874466561790379
278,201407050TOR,1,2014,07/05/2014,14,0,MTL,Royal,20,1474.4266624309837,1488.743714465988,TOR,Rush,19,1747.6201758758143,1733.30312384081,A,W,0.12553343820962104
279,201407050PHI,0,2014,07/05/2014,12,0,PHI,Phoenix,29,1357.607044117055,1369.8759012050004,ROC,Dragons,24,1320.2534501805555,1307.98459309261,H,W,0.6418581486553966
279,201407050PHI,1,2014,07/05/2014,14,0,ROC,Dragons,24,1320.2534501805555,1307.98459309261,PHI,Phoenix,29,1357.607044117055,1369.8759012050004,A,L,0.3581418513446034
280,201407050DCX,0,2014,07/05/2014,12,0,DC,Breeze,23,1543.9305322446187,1523.0636364660788,NY,Empire,31,1623.1377656502013,1644.0046614287412,H,L,0.47812899700144107
280,201407050DCX,1,2014,07/05/2014,13,0,NY,Empire,31,1623.1377656502013,1644.0046614287412,DC,Breeze,23,1543.9305322446187,1523.0636364660788,A,W,0.5218710029985589
281,201407060PHI,0,2014,07/06/2014,13,0,PHI,Phoenix,20,1369.8759012050004,1356.9820832109353,DC,Breeze,25,1523.0636364660788,1535.957454460144,H,L,0.3743954491206304
281,201407060PHI,1,2014,07/06/2014,13,0,DC,Breeze,25,1523.0636364660788,1535.957454460144,PHI,Phoenix,20,1369.8759012050004,1356.9820832109353,A,W,0.6256045508793696
282,201407120PHI,0,2014,07/12/2014,14,0,PHI,Phoenix,18,1356.9820832109353,1352.1389244262823,TOR,Rush,24,1733.30312384081,1738.146282625463,H,L,0.14211122519643882
282,201407120PHI,1,2014,07/12/2014,14,0,TOR,Rush,24,1733.30312384081,1738.146282625463,PHI,Phoenix,18,1356.9820832109353,1352.1389244262823,A,W,0.8578887748035612
283,201407120NYX,0,2014,07/12/2014,14,0,NY,Empire,13,1644.0046614287412,1633.0387358147434,DC,Breeze,14,1535.957454460144,1546.9233800741417,H,L,0.7291636315680117
283,201407120NYX,1,2014,07/12/2014,14,0,DC,Breeze,14,1535.957454460144,1546.9233800741417,NY,Empire,13,1644.0046614287412,1633.0387358147434,A,W,0.27083636843198833
284,201407120SER,0,2014,07/12/2014,14,0,SER,Cascades,18,1426.7222652603523,1413.7004639359095,VAN,Riptide,21,1509.0947935913227,1522.1165949157655,H,L,0.4735844240211393
284,201407120SER,1,2014,07/12/2014,14,0,VAN,Riptide,21,1509.0947935913227,1522.1165949157655,SER,Cascades,18,1426.7222652603523,1413.7004639359095,A,W,0.5264155759788607
285,201407120SFX,0,2014,07/12/2014,14,0,SF,Flamethrowers,17,1621.7427281281725,1600.4473029162777,SJ,Spiders,23,1657.7357010537726,1679.0311262656674,H,L,0.540218275683032
285,201407120SFX,1,2014,07/12/2014,14,0,SJ,Spiders,23,1657.7357010537726,1679.0311262656674,SF,Flamethrowers,17,1621.7427281281725,1600.4473029162777,A,W,0.45978172431696795
286,201407130MIN,0,2014,07/13/2014,14,0,MIN,Windchill,25,1504.011399908855,1527.0828650953092,IND,Alleycats,15,1556.5934703489131,1533.522005162459,H,W,0.5164258086008826
286,201407130MIN,1,2014,07/13/2014,14,0,IND,Alleycats,15,1556.5934703489131,1533.522005162459,MIN,Windchill,25,1504.011399908855,1527.0828650953092,A,L,0.4835741913991174
287,201407180SJX,0,2014,07/18/2014,15,1,SJ,Spiders,26,1679.0311262656674,1692.7949429125272,SF,Flamethrowers,16,1600.4473029162777,1586.683486269418,H,W,0.6944015617074047
287,201407180SJX,1,2014,07/18/2014,15,1,SF,Flamethrowers,16,1600.4473029162777,1586.683486269418,SJ,Spiders,26,1679.0311262656674,1692.7949429125272,A,L,0.30559843829259525
288,201407190TOR,0,2014,07/19/2014,15,1,TOR,Rush,37,1738.146282625463,1749.1953315170795,DC,Breeze,11,1546.9233800741417,1535.8743311825253,H,W,0.8129328894642643
288,201407190TOR,1,2014,07/19/2014,15,1,DC,Breeze,11,1546.9233800741417,1535.8743311825253,TOR,Rush,37,1738.146282625463,1749.1953315170795,A,L,0.18706711053573566
289,201407190MAD,0,2014,07/19/2014,15,1,MAD,Radicals,25,1706.35197754815,1714.8211842252686,IND,Alleycats,16,1533.522005162459,1525.0527984853404,H,W,0.7962959827598132
289,201407190MAD,1,2014,07/19/2014,15,1,IND,Alleycats,16,1533.522005162459,1525.0527984853404,MAD,Radicals,25,1706.35197754815,1714.8211842252686,A,L,0.20370401724018683
290,201407190NYX,0,2014,07/19/2014,15,1,NY,Empire,22,1633.0387358147434,1645.1798748442134,CHI,Wildfire,17,1593.1567134218944,1581.0155743924245,H,W,0.6451969999606121
290,201407190NYX,1,2014,07/19/2014,15,1,CHI,Wildfire,17,1593.1567134218944,1581.0155743924245,NY,Empire,22,1633.0387358147434,1645.1798748442134,A,L,0.3548030000393879
291,201407260TOR,0,2014,07/26/2014,16,1,TOR,Rush,31,1749.1953315170795,1763.3854790842122,NY,Empire,16,1645.1798748442134,1630.9897272770806,H,W,0.7245560004995335
291,201407260TOR,1,2014,07/26/2014,16,1,NY,Empire,16,1645.1798748442134,1630.9897272770806,TOR,Rush,31,1749.1953315170795,1763.3854790842122,A,L,0.2754439995004665
292,201407260MAD,0,2014,07/26/2014,16,1,MAD,Radicals,20,1714.8211842252686,1699.9314777305924,SJ,Spiders,23,1692.7949429125272,1707.6846494072033,N,L,0.531655910918748
292,201407260MAD,1,2014,07/26/2014,16,1,SJ,Spiders,23,1692.7949429125272,1707.6846494072033,MAD,Radicals,20,1714.8211842252686,1699.9314777305924,N,W,0.468344089081252
293,201407270TOR,0,2014,07/27/2014,17,1,TOR,Rush,18,1763.3854790842122,1729.6200414093764,SJ,Spiders,28,1707.6846494072033,1741.450087082039,H,L,0.6657563100267972
293,201407270TOR,1,2014,07/27/2014,17,1,SJ,Spiders,28,1707.6846494072033,1741.450087082039,TOR,Rush,18,1763.3854790842122,1729.6200414093764,A,W,0.33424368997320275
294,201504110LAX,0,2015,04/11/2015,1,0,LA,Aviators,20,1500.0,1467.4338695874726,SEA,Cascades,29,1442.4669759572728,1475.0331063698002,H,L,0.6680991528243782
294,201504110LAX,1,2015,04/11/2015,1,0,SEA,Cascades,29,1442.4669759572728,1475.0331063698002,LA,Aviators,20,1500.0,1467.4338695874726,A,W,0.33190084717562185
295,201504110SFX,0,2015,04/11/2015,1,0,SF,Flamethrowers,26,1557.7889908462785,1562.4244395666703,VAN,Riptide,25,1514.7443966105104,1510.1089478901185,H,W,0.6493533994403593
295,201504110SFX,1,2015,04/11/2015,1,0,VAN,Riptide,25,1514.7443966105104,1510.1089478901185,SF,Flamethrowers,26,1557.7889908462785,1562.4244395666703,A,L,0.3506466005596407
296,201504110IND,0,2015,04/11/2015,1,0,IND,Alleycats,20,1516.7018656568937,1488.688167781081,PIT,Thunderbirds,28,1500.0,1528.0136978758128,H,L,0.6140947317298797
296,201504110IND,1,2015,04/11/2015,1,0,PIT,Thunderbirds,28,1500.0,1528.0136978758128,IND,Alleycats,20,1516.7018656568937,1488.688167781081,A,W,0.3859052682701203
297,201504110RAL,0,2015,04/11/2015,1,0,RAL,Flyers,29,1500.0,1516.5259334217722,ATL,Hustle,22,1500.0,1483.4740665782278,H,W,0.5910755963149433
297,201504110RAL,1,2015,04/11/2015,1,0,ATL,Hustle,22,1500.0,1483.4740665782278,RAL,Flyers,29,1500.0,1516.5259334217722,A,L,0.40892440368505667
298,201504110DCX,0,2015,04/11/2015,1,0,DC,Breeze,17,1523.9162207883503,1499.8286407012909,TOR,Rush,37,1653.080027606251,1677.1676076933104,H,L,0.4073061145289484
298,201504110DCX,1,2015,04/11/2015,1,0,TOR,Rush,37,1653.080027606251,1677.1676076933104,DC,Breeze,17,1523.9162207883503,1499.8286407012909,A,W,0.5926938854710516
299,201504110CIN,0,2015,04/11/2015,1,0,CIN,Revolution,25,1409.0749588770477,1421.1073649359525,DET,Mechanix,18,1332.313792849559,1320.281386790654,H,W,0.6921705324151842
299,201504110CIN,1,2015,04/11/2015,1,0,DET,Mechanix,18,1332.313792849559,1320.281386790654,CIN,Revolution,25,1409.0749588770477,1421.1073649359525,A,L,0.3078294675848158
300,201504120PHI,0,2015,04/12/2015,1,0,PHI,Phoenix,21,1401.4259496175216,1393.968507711845,TOR,Rush,26,1677.1676076933104,1684.625049598987,H,L,0.2281330879644563
300,201504120PHI,1,2015,04/12/2015,2,0,TOR,Rush,26,1677.1676076933104,1684.625049598987,PHI,Phoenix,21,1401.4259496175216,1393.968507711845,A,W,0.7718669120355437
301,201504120CHA,0,2015,04/12/2015,1,0,CHA,Express,25,1500.0,1485.9997881335323,ATL,Hustle,27,1483.4740665782278,1497.4742784446955,H,L,0.6138547007241653
301,201504120CHA,1,2015,04/12/2015,2,0,ATL,Hustle,27,1483.4740665782278,1497.4742784446955,CHA,Express,25,1500.0,1485.9997881335323,A,W,0.38614529927583474
302,201504120NYX,0,2015,04/12/2015,1,0,NY,Empire,22,1587.326484851387,1593.1898750979983,MTL,Royal,20,1492.495809643992,1486.6324193973808,H,W,0.7138798539286434
302,201504120NYX,1,2015,04/12/2015,1,0,MTL,Royal,20,1492.495809643992,1486.6324193973808,NY,Empire,22,1587.326484851387,1593.1898750979983,A,L,0.2861201460713566
303,201504120SJX,0,2015,04/12/2015,1,0,SJ,Spiders,32,1660.9667247213595,1668.9438579406308,VAN,Riptide,26,1510.1089478901185,1502.1318146708472,H,W,0.7750101411329028
303,201504120SJX,1,2015,04/12/2015,2,0,VAN,Riptide,26,1510.1089478901185,1502.1318146708472,SJ,Spiders,32,1660.9667247213595,1668.9438579406308,A,L,0.22498985886709721
304,201504120SDX,0,2015,04/12/2015,1,0,SD,Growlers,22,1500.0,1479.0238890447674,SEA,Cascades,26,1475.0331063698002,1496.0092173250328,H,L,0.6253067428538077
304,201504120SDX,1,2015,04/12/2015,2,0,SEA,Cascades,26,1475.0331063698002,1496.0092173250328,SD,Growlers,22,1500.0,1479.0238890447674,A,W,0.3746932571461923
305,201504180RAL,0,2015,04/18/2015,2,0,RAL,Flyers,33,1516.5259334217722,1532.0182059916726,JAX,Cannons,26,1500.0,1484.5077274300995,H,W,0.6138547007241653
305,201504180RAL,1,2015,04/18/2015,1,0,JAX,Cannons,26,1500.0,1484.5077274300995,RAL,Flyers,33,1516.5259334217722,1532.0182059916726,A,L,0.38614529927583474
306,201504180NSH,0,2015,04/18/2015,1,0,NSH,Nightwatch,17,1500.0,1476.1382624130488,ATL,Hustle,23,1497.4742784446955,1521.3360160316467,H,L,0.5945850934104977
306,201504180NSH,1,2015,04/18/2015,3,0,ATL,Hustle,23,1497.4742784446955,1521.3360160316467,NSH,Nightwatch,17,1500.0,1476.1382624130488,A,W,0.4054149065895023
307,201504180DCX,0,2015,04/18/2015,2,0,DC,Breeze,23,1499.8286407012909,1512.6277441016514,OTT,Outlaws,19,1500.0,1487.2008965996395,H,W,0.5908371512080508
307,201504180DCX,1,2015,04/18/2015,1,0,OTT,Outlaws,19,1500.0,1487.2008965996395,DC,Breeze,23,1499.8286407012909,1512.6277441016514,A,L,0.4091628487919492
308,201504180IND,0,2015,04/18/2015,2,0,IND,Alleycats,18,1488.688167781081,1472.3231691762276,MAD,Radicals,26,1633.287651820395,1649.6526504252483,H,L,0.3860449446449495
308,201504180IND,1,2015,04/18/2015,1,0,MAD,Radicals,26,1633.287651820395,1649.6526504252483,IND,Alleycats,18,1488.688167781081,1472.3231691762276,A,W,0.6139550553550506
309,201504180SDX,0,2015,04/18/2015,2,0,SD,Growlers,23,1479.0238890447674,1465.2099419281508,LA,Aviators,25,1467.4338695874726,1481.2478167040892,H,L,0.6070982669337135
309,201504180SDX,1,2015,04/18/2015,2,0,LA,Aviators,25,1467.4338695874726,1481.2478167040892,SD,Growlers,23,1479.0238890447674,1465.2099419281508,A,W,0.3929017330662865
310,201504180SJX,0,2015,04/18/2015,2,0,SJ,Spiders,29,1668.9438579406308,1675.957656624,SF,Flamethrowers,26,1562.4244395666703,1555.410640883301,H,W,0.7274233308301459
310,201504180SJX,1,2015,04/18/2015,2,0,SF,Flamethrowers,26,1562.4244395666703,1555.410640883301,SJ,Spiders,29,1668.9438579406308,1675.957656624,A,L,0.2725766691698541
311,201504180SEA,0,2015,04/18/2015,3,0,SEA,Cascades,20,1496.0092173250328,1487.715441118576,VAN,Riptide,21,1502.1318146708472,1510.4255908773039,H,L,0.5825302700839876
311,201504180SEA,1,2015,04/18/2015,3,0,VAN,Riptide,21,1502.1318146708472,1510.4255908773039,SEA,Cascades,20,1496.0092173250328,1487.715441118576,A,W,0.4174697299160124
312,201504190CHA,0,2015,04/19/2015,2,0,CHA,Express,19,1485.9997881335323,1472.5670711750067,JAX,Cannons,21,1484.5077274300995,1497.940444388625,H,L,0.5931499651887879
312,201504190CHA,1,2015,04/19/2015,2,0,JAX,Cannons,21,1484.5077274300995,1497.940444388625,CHA,Express,19,1485.9997881335323,1472.5670711750067,A,W,0.40685003481121207
313,201504190PHI,0,2015,04/19/2015,2,0,PHI,Phoenix,15,1393.968507711845,1381.43574251092,OTT,Outlaws,18,1487.2008965996395,1499.7336618005645,H,L,0.458030200573683
313,201504190PHI,1,2015,04/19/2015,2,0,OTT,Outlaws,18,1487.2008965996395,1499.7336618005645,PHI,Phoenix,15,1393.968507711845,1381.43574251092,A,W,0.5419697994263171
314,201504190CIN,0,2015,04/19/2015,2,0,CIN,Revolution,9,1421.1073649359525,1407.0253903600928,MAD,Radicals,23,1649.6526504252483,1663.734625001108,H,L,0.27944851395108045
314,201504190CIN,1,2015,04/19/2015,2,0,MAD,Radicals,23,1649.6526504252483,1663.734625001108,CIN,Revolution,9,1421.1073649359525,1407.0253903600928,A,W,0.7205514860489195
315,201504240IND,0,2015,04/24/2015,3,0,IND,Alleycats,25,1472.3231691762276,1489.559726433354,CIN,Revolution,9,1407.0253903600928,1389.7888331029665,H,W,0.6779349608161803
315,201504240IND,1,2015,04/24/2015,3,0,CIN,Revolution,9,1407.0253903600928,1389.7888331029665,IND,Alleycats,25,1472.3231691762276,1489.559726433354,A,L,0.3220650391838197
316,201504250CHI,0,2015,04/25/2015,1,0,CHI,Wildfire,20,1554.0103829282828,1567.4118380018149,MIN,Windchill,14,1518.0552433968726,1504.6537883233405,H,W,0.6400055044056314
316,201504250CHI,1,2015,04/25/2015,1,0,MIN,Windchill,14,1518.0552433968726,1504.6537883233405,CHI,Wildfire,20,1554.0103829282828,1567.4118380018149,A,L,0.3599944955943686
317,201504250NYX,0,2015,04/25/2015,2,0,NY,Empire,27,1593.1898750979983,1600.4241763654254,PHI,Phoenix,17,1381.43574251092,1374.2014412434928,H,W,0.8302455314345979
317,201504250NYX,1,2015,04/25/2015,3,0,PHI,Phoenix,17,1381.43574251092,1374.2014412434928,NY,Empire,27,1593.1898750979983,1600.4241763654254,A,L,0.1697544685654021
318,201504250OTT,0,2015,04/25/2015,3,0,OTT,Outlaws,19,1499.7336618005645,1489.581664762981,TOR,Rush,23,1684.625049598987,1694.7770466365705,H,L,0.3327203738682348
318,201504250OTT,1,2015,04/25/2015,3,0,TOR,Rush,23,1684.625049598987,1694.7770466365705,OTT,Outlaws,19,1499.7336618005645,1489.581664762981,A,W,0.6672796261317653
319,201504250NSH,0,2015,04/25/2015,2,0,NSH,Nightwatch,20,1476.1382624130488,1485.6148191585667,JAX,Cannons,18,1497.940444388625,1488.4638876431072,H,W,0.5604306890289186
319,201504250NSH,1,2015,04/25/2015,3,0,JAX,Cannons,18,1497.940444388625,1488.4638876431072,NSH,Nightwatch,20,1476.1382624130488,1485.6148191585667,A,L,0.43956931097108143
320,201504250SFX,0,2015,04/25/2015,3,0,SF,Flamethrowers,27,1555.410640883301,1565.1755640386425,SD,Growlers,22,1465.2099419281508,1455.4450187728094,H,W,0.7084050962658663
320,201504250SFX,1,2015,04/25/2015,3,0,SD,Growlers,22,1465.2099419281508,1455.4450187728094,SF,Flamethrowers,27,1555.410640883301,1565.1755640386425,A,L,0.29159490373413366
321,201504250VAN,0,2015,04/25/2015,4,0,VAN,Riptide,22,1510.4255908773039,1489.5740388323131,SEA,Cascades,26,1487.715441118576,1508.5669931635668,H,L,0.622258087153212
321,201504250VAN,1,2015,04/25/2015,4,0,SEA,Cascades,26,1487.715441118576,1508.5669931635668,VAN,Riptide,22,1510.4255908773039,1489.5740388323131,A,W,0.37774191284678804
322,201504250MAD,0,2015,04/25/2015,3,0,MAD,Radicals,35,1663.734625001108,1668.4231138062914,DET,Mechanix,12,1320.281386790654,1315.5928979854707,H,W,0.912575031121178
322,201504250MAD,1,2015,04/25/2015,2,0,DET,Mechanix,12,1320.281386790654,1315.5928979854707,MAD,Radicals,35,1663.734625001108,1668.4231138062914,A,L,0.08742496887882201
323,201504250PIT,0,2015,04/25/2015,2,0,PIT,Thunderbirds,30,1528.0136978758128,1539.815066034803,CIN,Revolution,16,1389.7888331029665,1377.9874649439762,H,W,0.7620768892359389
323,201504250PIT,1,2015,04/25/2015,4,0,CIN,Revolution,16,1389.7888331029665,1377.9874649439762,PIT,Thunderbirds,30,1528.0136978758128,1539.815066034803,A,L,0.23792311076406114
324,201504260SJX,0,2015,04/26/2015,3,0,SJ,Spiders,31,1675.957656624,1683.5648647328762,SD,Growlers,18,1455.4450187728094,1447.8378106639332,H,W,0.8372335069560743
324,201504260SJX,1,2015,04/26/2015,4,0,SD,Growlers,18,1455.4450187728094,1447.8378106639332,SJ,Spiders,31,1675.957656624,1683.5648647328762,A,L,0.16276649304392565
325,201504260MTL,0,2015,04/26/2015,2,0,MTL,Royal,27,1486.6324193973808,1496.9620549650165,TOR,Rush,26,1694.7770466365705,1684.4474110689348,H,W,0.30369514794988056
325,201504260MTL,1,2015,04/26/2015,4,0,TOR,Rush,26,1694.7770466365705,1684.4474110689348,MTL,Royal,27,1486.6324193973808,1496.9620549650165,A,L,0.6963048520501194
326,201504260ATL,0,2015,04/26/2015,4,0,ATL,Hustle,23,1521.3360160316467,1531.0050759663031,JAX,Cannons,20,1488.4638876431072,1478.7948277084508,H,W,0.6359064906727636
326,201504260ATL,1,2015,04/26/2015,4,0,JAX,Cannons,20,1488.4638876431072,1478.7948277084508,ATL,Hustle,23,1521.3360160316467,1531.0050759663031,A,L,0.3640935093272364
327,201505010IND,0,2015,05/01/2015,4,0,IND,Alleycats,23,1489.559726433354,1496.8130768857086,CHI,Wildfire,22,1567.4118380018149,1560.1584875494602,H,W,0.48007576495777865
327,201505010IND,1,2015,05/01/2015,2,0,CHI,Wildfire,22,1567.4118380018149,1560.1584875494602,IND,Alleycats,23,1489.559726433354,1496.8130768857086,A,L,0.5199242350422213
328,201505020SDX,0,2015,05/02/2015,5,0,SD,Growlers,21,1447.8378106639332,1442.3103855522356,SJ,Spiders,23,1683.5648647328762,1689.0922898445738,H,L,0.2712004749490584
328,201505020SDX,1,2015,05/02/2015,4,0,SJ,Spiders,23,1683.5648647328762,1689.0922898445738,SD,Growlers,21,1447.8378106639332,1442.3103855522356,A,W,0.7287995250509416
329,201505020CIN,0,2015,05/02/2015,5,0,CIN,Revolution,18,1377.9874649439762,1363.2938533586957,CHI,Wildfire,27,1560.1584875494602,1574.8520991347407,H,L,0.33620615741507437
329,201505020CIN,1,2015,05/02/2015,3,0,CHI,Wildfire,27,1560.1584875494602,1574.8520991347407,CIN,Revolution,18,1377.9874649439762,1363.2938533586957,A,W,0.6637938425849257
330,201505020MAD,0,2015,05/02/2015,4,0,MAD,Radicals,24,1668.4231138062914,1677.3016340780557,PIT,Thunderbirds,18,1539.815066034803,1530.9365457630388,H,W,0.7518943295595153
330,201505020MAD,1,2015,05/02/2015,3,0,PIT,Thunderbirds,18,1539.815066034803,1530.9365457630388,MAD,Radicals,24,1668.4231138062914,1677.3016340780557,A,L,0.2481056704404847
331,201505020ROC,0,2015,05/02/2015,1,0,ROC,Dragons,18,1371.9897287284068,1355.9005444534562,OTT,Outlaws,24,1489.581664762981,1505.6708490379317,H,L,0.42348091827604284
331,201505020ROC,1,2015,05/02/2015,4,0,OTT,Outlaws,24,1489.581664762981,1505.6708490379317,ROC,Dragons,18,1371.9897287284068,1355.9005444534562,A,W,0.5765190817239572
332,201505020DET,0,2015,05/02/2015,3,0,DET,Mechanix,16,1315.5928979854707,1298.241910105765,IND,Alleycats,30,1496.8130768857086,1514.1640647654142,H,L,0.33742877928742643
332,201505020DET,1,2015,05/02/2015,5,0,IND,Alleycats,30,1496.8130768857086,1514.1640647654142,DET,Mechanix,16,1315.5928979854707,1298.241910105765,A,W,0.6625712207125736
333,201505020RAL,0,2015,05/02/2015,3,0,RAL,Flyers,34,1532.0182059916726,1548.0210328185224,CHA,Express,22,1472.5670711750067,1456.564244348157,H,W,0.670542971195379
333,201505020RAL,1,2015,05/02/2015,3,0,CHA,Express,22,1472.5670711750067,1456.564244348157,RAL,Flyers,34,1532.0182059916726,1548.0210328185224,A,L,0.329457028804621
334,201505020JAX,0,2015,05/02/2015,5,0,JAX,Cannons,23,1478.7948277084508,1493.4100680755712,NSH,Nightwatch,18,1485.6148191585667,1470.9995787914463,H,W,0.5815536609357624
334,201505020JAX,1,2015,05/02/2015,3,0,NSH,Nightwatch,18,1485.6148191585667,1470.9995787914463,JAX,Cannons,23,1478.7948277084508,1493.4100680755712,A,L,0.41844633906423756
335,201505020PHI,0,2015,05/02/2015,4,0,PHI,Phoenix,18,1374.2014412434928,1359.6736509618013,MTL,Royal,23,1496.9620549650165,1511.489845246708,H,L,0.4162338377984115
335,201505020PHI,1,2015,05/02/2015,3,0,MTL,Royal,23,1496.9620549650165,1511.489845246708,PHI,Phoenix,18,1374.2014412434928,1359.6736509618013,A,W,0.5837661622015885
336,201505030ATL,0,2015,05/03/2015,5,0,ATL,Hustle,30,1531.0050759663031,1545.9300889175684,NSH,Nightwatch,20,1470.9995787914463,1456.074565840181,H,W,0.6712475639326048
336,201505030ATL,1,2015,05/03/2015,4,0,NSH,Nightwatch,20,1470.9995787914463,1456.074565840181,ATL,Hustle,30,1531.0050759663031,1545.9300889175684,A,L,0.32875243606739524
337,201505030NYX,0,2015,05/03/2015,3,0,NY,Empire,24,1600.4241763654254,1611.5262304442817,OTT,Outlaws,17,1505.6708490379317,1494.5687949590754,H,W,0.7137889005097805
337,201505030NYX,1,2015,05/03/2015,5,0,OTT,Outlaws,17,1505.6708490379317,1494.5687949590754,NY,Empire,24,1600.4241763654254,1611.5262304442817,A,L,0.2862110994902195
338,201505030DCX,0,2015,05/03/2015,3,0,DC,Breeze,20,1512.6277441016514,1504.161079138656,MTL,Royal,21,1511.489845246708,1519.9565102097033,H,L,0.5926578818365271
338,201505030DCX,1,2015,05/03/2015,4,0,MTL,Royal,21,1511.489845246708,1519.9565102097033,DC,Breeze,20,1512.6277441016514,1504.161079138656,A,W,0.4073421181634729
339,201505030MIN,0,2015,05/03/2015,2,0,MIN,Windchill,17,1504.6537883233405,1474.8993679701991,PIT,Thunderbirds,30,1530.9365457630388,1560.69096611618,H,L,0.5540672469847228
339,201505030MIN,1,2015,05/03/2015,4,0,PIT,Thunderbirds,30,1530.9365457630388,1560.69096611618,MIN,Windchill,17,1504.6537883233405,1474.8993679701991,A,W,0.44593275301527724
340,201505030LAX,0,2015,05/03/2015,3,0,LA,Aviators,19,1481.2478167040892,1477.2913313703589,SJ,Spiders,20,1689.0922898445738,1693.0487751783041,H,L,0.3040606455010724
340,201505030LAX,1,2015,05/03/2015,5,0,SJ,Spiders,20,1689.0922898445738,1693.0487751783041,LA,Aviators,19,1481.2478167040892,1477.2913313703589,A,W,0.6959393544989276
341,201505080CIN,0,2015,05/08/2015,6,0,CIN,Revolution,23,1363.2938533586957,1351.603395538394,IND,Alleycats,27,1514.1640647654142,1525.854522585716,H,L,0.3775253620648686
341,201505080CIN,1,2015,05/08/2015,6,0,IND,Alleycats,27,1514.1640647654142,1525.854522585716,CIN,Revolution,23,1363.2938533586957,1351.603395538394,A,W,0.6224746379351314
342,201505090PHI,0,2015,05/09/2015,5,0,PHI,Phoenix,29,1359.6736509618013,1354.5087702381538,DC,Breeze,30,1504.161079138656,1509.3259598623035,H,L,0.38619784082626635
342,201505090PHI,1,2015,05/09/2015,4,0,DC,Breeze,30,1504.161079138656,1509.3259598623035,PHI,Phoenix,29,1359.6736509618013,1354.5087702381538,A,W,0.6138021591737337
343,201505090ATL,0,2015,05/09/2015,6,0,ATL,Hustle,29,1545.9300889175684,1551.483095426712,RAL,Flyers,28,1548.0210328185224,1542.4680263093787,H,W,0.5881631680740648
343,201505090ATL,1,2015,05/09/2015,4,0,RAL,Flyers,28,1548.0210328185224,1542.4680263093787,ATL,Hustle,29,1545.9300889175684,1551.483095426712,A,L,0.41183683192593523
344,201505090JAX,0,2015,05/09/2015,6,0,JAX,Cannons,26,1493.4100680755712,1509.209820644919,CHA,Express,17,1456.564244348157,1440.764491778809,H,W,0.6411859512151331
344,201505090JAX,1,2015,05/09/2015,4,0,CHA,Express,17,1456.564244348157,1440.764491778809,JAX,Cannons,26,1493.4100680755712,1509.209820644919,A,L,0.3588140487848669
345,201505090TOR,0,2015,05/09/2015,5,0,TOR,Rush,28,1684.4474110689348,1692.605649624239,NY,Empire,25,1611.5262304442817,1603.3679918889775,H,W,0.6874407673503508
345,201505090TOR,1,2015,05/09/2015,4,0,NY,Empire,25,1611.5262304442817,1603.3679918889775,TOR,Rush,28,1684.4474110689348,1692.605649624239,A,L,0.31255923264964924
346,201505090PIT,0,2015,05/09/2015,5,0,PIT,Thunderbirds,28,1560.69096611618,1571.5079359704207,MIN,Windchill,22,1474.8993679701991,1464.0823981159585,H,W,0.7031346524257488
346,201505090PIT,1,2015,05/09/2015,3,0,MIN,Windchill,22,1474.8993679701991,1464.0823981159585,PIT,Thunderbirds,28,1560.69096611618,1571.5079359704207,A,L,0.2968653475742512
347,201505090CHI,0,2015,05/09/2015,4,0,CHI,Wildfire,24,1574.8520991347407,1582.0179827443044,IND,Alleycats,22,1525.854522585716,1518.6886389761523,H,W,0.6571155432399841
347,201505090CHI,1,2015,05/09/2015,7,0,IND,Alleycats,22,1525.854522585716,1518.6886389761523,CHI,Wildfire,24,1574.8520991347407,1582.0179827443044,A,L,0.3428844567600159
348,201505090SFX,0,2015,05/09/2015,4,0,SF,Flamethrowers,18,1565.1755640386425,1556.4403131261784,SJ,Spiders,20,1693.0487751783041,1701.7840260907683,H,L,0.40910082526362446
348,201505090SFX,1,2015,05/09/2015,6,0,SJ,Spiders,20,1693.0487751783041,1701.7840260907683,SF,Flamethrowers,18,1565.1755640386425,1556.4403131261784,A,W,0.5908991747363755
349,201505090SEA,0,2015,05/09/2015,5,0,SEA,Cascades,19,1508.5669931635668,1492.7056768982093,SD,Growlers,21,1442.3103855522356,1458.1717018175932,H,L,0.6791388900638878
349,201505090SEA,1,2015,05/09/2015,6,0,SD,Growlers,21,1442.3103855522356,1458.1717018175932,SEA,Cascades,19,1508.5669931635668,1492.7056768982093,A,W,0.32086110993611217
350,201505100DET,0,2015,05/10/2015,4,0,DET,Mechanix,20,1298.241910105765,1284.0317962575957,MIN,Windchill,27,1464.0823981159585,1478.292511964128,H,L,0.35749781348994086
