date,season,neutral,playoff,team1,team2,score1,score2
05/14/2016,2016,0,0,IND,PIT,31,23
05/14/2016,2016,0,0,NSH,AUS,22,29
05/14/2016,2016,0,0,SJ,SEA,26,27
05/14/2016,2016,0,0,DET,MAD,13,26
05/14/2016,2016,0,0,MIN,CHI,26,23
05/15/2016,2016,0,0,MTL,NY,12,17
05/15/2016,2016,0,0,ATL,AUS,22,23
05/20/2016,2016,0,0,SEA,SJ,27,17
05/21/2016,2016,0,0,VAN,SJ,22,20
05/21/2016,2016,0,0,NY,DC,14,15
05/21/2016,2016,0,0,PHI,MTL,18,21
05/21/2016,2016,0,0,CHA,RAL,14,23
05/21/2016,2016,0,0,SD,LA,18,26
05/21/2016,2016,0,0,TB,ATL,29,24
05/21/2016,2016,0,0,TOR,OTT,30,24
05/21/2016,2016,0,0,AUS,NSH,37,25
05/21/2016,2016,0,0,CHI,PIT,23,24
05/21/2016,2016,0,0,IND,DET,29,24
05/21/2016,2016,0,0,MAD,CIN,36,23
05/22/2016,2016,0,0,DAL,NSH,33,15
05/22/2016,2016,0,0,DC,MTL,28,14
05/22/2016,2016,0,0,MIN,PIT,24,27
05/27/2016,2016,0,0,MAD,MIN,36,15
05/27/2016,2016,0,0,CIN,IND,24,28
05/28/2016,2016,0,0,SF,VAN,30,27
05/28/2016,2016,0,0,RAL,TB,25,24
05/28/2016,2016,0,0,CHI,IND,19,17
05/28/2016,2016,0,0,DET,CIN,23,19
05/28/2016,2016,0,0,SEA,LA,27,26
05/28/2016,2016,0,0,ATL,DAL,20,26
05/28/2016,2016,0,0,OTT,TOR,20,35
05/28/2016,2016,0,0,MTL,DC,27,22
05/29/2016,2016,0,0,TOR,MTL,26,14
05/29/2016,2016,0,0,OTT,DC,27,22
05/29/2016,2016,0,0,SJ,VAN,27,17
05/29/2016,2016,0,0,CHA,TB,26,23
05/29/2016,2016,0,0,NSH,DAL,23,34
06/04/2016,2016,0,0,VAN,SF,29,27
06/04/2016,2016,0,0,OTT,MTL,30,27
06/04/2016,2016,0,0,DAL,CHA,28,18
06/04/2016,2016,0,0,MAD,PIT,23,16
06/04/2016,2016,0,0,PHI,NY,17,32
06/04/2016,2016,0,0,DC,TOR,28,23
06/04/2016,2016,0,0,LA,SJ,27,24
06/05/2016,2016,0,0,SEA,SF,28,25
06/05/2016,2016,0,0,AUS,CHA,31,14
06/05/2016,2016,0,0,NY,TOR,21,27
06/05/2016,2016,0,0,CHI,DET,15,17
06/05/2016,2016,0,0,SD,SJ,22,26
06/10/2016,2016,0,0,MIN,DET,31,28
06/11/2016,2016,0,0,TOR,PHI,28,6
06/11/2016,2016,0,0,CHA,RAL,21,29
06/11/2016,2016,0,0,SJ,LA,27,25
06/11/2016,2016,0,0,VAN,SEA,27,24
06/11/2016,2016,0,0,MAD,DET,37,19
06/11/2016,2016,0,0,PIT,CHI,26,22
06/11/2016,2016,0,0,MTL,OTT,21,20
06/11/2016,2016,0,0,TB,DAL,21,27
06/11/2016,2016,0,0,DC,NY,27,26
06/11/2016,2016,0,0,NSH,ATL,24,34
06/12/2016,2016,0,0,SF,LA,22,27
06/12/2016,2016,0,0,OTT,PHI,25,13
06/17/2016,2016,0,0,MIN,MAD,16,25
06/18/2016,2016,0,0,AUS,ATL,29,31
06/18/2016,2016,0,0,CIN,CHI,27,28
06/18/2016,2016,0,0,PHI,DC,18,34
06/18/2016,2016,0,0,LA,VAN,31,24
06/18/2016,2016,0,0,SJ,SF,24,25
06/18/2016,2016,0,0,TB,CHA,21,19
06/19/2016,2016,0,0,IND,CHI,29,17
06/19/2016,2016,0,0,DAL,ATL,31,21
06/19/2016,2016,0,0,NY,PHI,28,13
06/19/2016,2016,0,0,SD,VAN,23,25
06/25/2016,2016,0,0,VAN,LA,20,21
06/25/2016,2016,0,0,DC,PHI,27,16
06/25/2016,2016,0,0,CHA,NSH,28,19
06/25/2016,2016,0,0,CHI,MAD,10,21
06/25/2016,2016,0,0,NY,OTT,23,21
06/25/2016,2016,0,0,SJ,SD,24,21
06/25/2016,2016,0,0,TB,AUS,24,26
06/25/2016,2016,0,0,DET,IND,22,29
06/26/2016,2016,0,0,CIN,MAD,22,25
06/26/2016,2016,0,0,RAL,NSH,28,19
06/26/2016,2016,0,0,SF,SD,29,25
06/26/2016,2016,0,0,SEA,LA,16,22
06/26/2016,2016,0,0,PIT,IND,25,29
06/26/2016,2016,0,0,PHI,OTT,22,30
07/01/2016,2016,0,0,RAL,ATL,28,22
07/01/2016,2016,0,0,PIT,DET,31,13
07/02/2016,2016,0,0,MTL,TOR,18,29
07/02/2016,2016,0,0,IND,PIT,26,31
07/02/2016,2016,0,0,OTT,NY,24,19
07/02/2016,2016,0,0,LA,VAN,28,26
07/02/2016,2016,0,0,NSH,CHA,19,15
07/02/2016,2016,0,0,SD,SJ,32,21
07/02/2016,2016,0,0,AUS,DAL,22,26
07/02/2016,2016,0,0,MIN,CIN,28,21
07/03/2016,2016,0,0,TOR,NY,22,20
07/08/2016,2016,0,0,CHI,MAD,16,19
07/09/2016,2016,0,0,NSH,TB,30,26
07/09/2016,2016,0,0,OTT,PHI,37,16
07/09/2016,2016,0,0,DAL,RAL,27,22
07/09/2016,2016,0,0,SF,SJ,27,20
07/09/2016,2016,0,0,PIT,MIN,29,21
07/09/2016,2016,0,0,SEA,VAN,31,27
07/09/2016,2016,0,0,LA,SD,30,24
07/10/2016,2016,0,0,DET,MIN,19,20
07/10/2016,2016,0,0,MAD,IND,23,17
07/10/2016,2016,0,0,ATL,TB,27,26
07/10/2016,2016,0,0,MTL,PHI,27,19
07/10/2016,2016,0,0,AUS,RAL,33,12
07/16/2016,2016,0,1,PIT,MIN,20,18
07/16/2016,2016,0,1,LA,SEA,23,31
07/16/2016,2016,0,1,DC,NY,24,20
07/17/2016,2016,0,1,SF,SEA,17,23
07/17/2016,2016,0,1,RAL,ATL,23,25
07/23/2016,2016,0,1,DAL,ATL,28,21
07/23/2016,2016,0,1,MAD,PIT,20,16
07/23/2016,2016,0,1,TOR,DC,23,21
08/06/2016,2016,1,1,DAL,TOR,27,20
08/06/2016,2016,0,1,MAD,SEA,25,26
08/07/2016,2016,1,1,DAL,SEA,33,27
04/01/2017,2017,0,0,RAL,ATL,27,19
04/01/2017,2017,0,0,TB,NSH,40,23
04/01/2017,2017,0,0,DAL,AUS,21,17
04/01/2017,2017,0,0,SF,SJ,34,29
04/01/2017,2017,0,0,SD,LA,26,31
04/01/2017,2017,0,0,SEA,VAN,29,18
04/02/2017,2017,0,0,IND,MAD,19,24
04/08/2017,2017,0,0,NY,TOR,17,22
04/08/2017,2017,0,0,IND,DET,25,15
04/08/2017,2017,0,0,AUS,RAL,19,26
04/08/2017,2017,0,0,SJ,SF,24,22
04/09/2017,2017,0,0,DC,TOR,32,21
04/09/2017,2017,0,0,DAL,RAL,33,18
04/09/2017,2017,0,0,LA,VAN,21,18
04/15/2017,2017,0,0,NSH,ATL,27,37
04/15/2017,2017,0,0,TB,RAL,18,25
04/21/2017,2017,0,0,SJ,SD,30,25
04/22/2017,2017,0,0,PHI,MTL,23,24
04/22/2017,2017,0,0,RAL,DC,23,21
04/22/2017,2017,0,0,PIT,CHI,30,22
04/22/2017,2017,0,0,MIN,IND,26,16
04/22/2017,2017,0,0,ATL,TB,25,27
04/22/2017,2017,0,0,AUS,DAL,24,30
04/22/2017,2017,0,0,SF,SD,28,19
04/22/2017,2017,0,0,VAN,SEA,24,27
04/23/2017,2017,0,0,NY,MTL,21,8
04/23/2017,2017,0,0,NSH,TB,11,14
04/28/2017,2017,0,0,SEA,SJ,26,27
04/29/2017,2017,0,0,TOR,MTL,19,22
04/29/2017,2017,0,0,DET,CHI,23,14
04/29/2017,2017,0,0,NY,PHI,18,13
04/29/2017,2017,0,0,DC,OTT,29,24
04/29/2017,2017,0,0,PIT,IND,26,25
04/29/2017,2017,0,0,MIN,MAD,22,20
04/29/2017,2017,0,0,RAL,AUS,28,23
04/29/2017,2017,0,0,NSH,DAL,8,27
04/29/2017,2017,0,0,VAN,SJ,22,28
04/29/2017,2017,0,0,LA,SF,22,26
04/30/2017,2017,0,0,PHI,OTT,26,29
04/30/2017,2017,0,0,TB,AUS,30,22
04/30/2017,2017,0,0,ATL,DAL,24,29
04/30/2017,2017,0,0,SD,SF,20,21
05/06/2017,2017,0,0,OTT,TOR,21,24
05/06/2017,2017,0,0,DC,NY,22,21
05/06/2017,2017,0,0,MIN,IND,28,25
05/06/2017,2017,0,0,MAD,CHI,18,16
05/06/2017,2017,0,0,DAL,NSH,32,23
05/06/2017,2017,0,0,SEA,PIT,26,24
05/06/2017,2017,0,0,SD,VAN,22,14
05/07/2017,2017,0,0,MTL,TOR,17,24
05/07/2017,2017,0,0,AUS,NSH,31,11
05/07/2017,2017,0,0,LA,VAN,23,18
05/12/2017,2017,0,0,TB,DAL,24,22
05/13/2017,2017,0,0,TOR,DC,26,20
05/13/2017,2017,0,0,OTT,PHI,25,21
05/13/2017,2017,0,0,ATL,NSH,31,19
05/13/2017,2017,0,0,RAL,DAL,32,25
05/13/2017,2017,0,0,IND,MAD,20,23
05/13/2017,2017,0,0,CHI,MIN,17,20
05/13/2017,2017,0,0,VAN,SD,27,26
05/13/2017,2017,0,0,SF,SEA,27,28
05/13/2017,2017,0,0,SJ,LA,28,22
05/14/2017,2017,0,0,MTL,PHI,25,26
05/14/2017,2017,0,0,DET,MIN,19,22
05/20/2017,2017,0,0,DC,MTL,23,20
05/20/2017,2017,0,0,MIN,DET,26,17
05/20/2017,2017,0,0,MAD,PIT,31,25
05/20/2017,2017,0,0,AUS,ATL,27,28
05/20/2017,2017,0,0,TB,RAL,20,21
05/20/2017,2017,0,0,SJ,VAN,19,18
05/21/2017,2017,0,0,CHI,DET,22,12
05/21/2017,2017,0,0,DAL,ATL,26,18
05/21/2017,2017,0,0,SF,VAN,33,20
05/21/2017,2017,0,0,NY,MTL,16,19
05/27/2017,2017,0,0,NY,DC,25,28
05/27/2017,2017,0,0,DET,PIT,21,23
05/27/2017,2017,0,0,TOR,PHI,31,18
05/27/2017,2017,0,0,MAD,CHI,21,20
05/27/2017,2017,0,0,ATL,TB,20,23
05/27/2017,2017,0,0,LA,SD,23,24
05/28/2017,2017,0,0,MIN,CHI,23,20
05/28/2017,2017,0,0,MTL,PHI,23,21
06/02/2017,2017,0,0,OTT,MTL,22,31
06/03/2017,2017,0,0,DET,IND,23,32
06/03/2017,2017,0,0,TOR,OTT,33,23
06/03/2017,2017,0,0,PHI,DC,22,21
06/03/2017,2017,0,0,MAD,DAL,17,23
06/03/2017,2017,0,0,NSH,AUS,24,28
06/03/2017,2017,0,0,RAL,TB,27,26
06/03/2017,2017,0,0,CHI,PIT,22,21
06/03/2017,2017,0,0,VAN,SD,23,25
06/03/2017,2017,0,0,SJ,LA,23,28
06/04/2017,2017,0,0,SF,LA,30,24
06/04/2017,2017,0,0,SEA,SD,19,22
06/04/2017,2017,0,0,IND,PIT,26,28
06/04/2017,2017,0,0,ATL,AUS,27,24
06/04/2017,2017,0,0,DC,NY,18,17
06/09/2017,2017,0,0,SD,SEA,21,20
06/10/2017,2017,0,0,PHI,TOR,28,35
06/10/2017,2017,0,0,MTL,OTT,16,13
06/10/2017,2017,0,0,TB,ATL,27,23
06/10/2017,2017,0,0,RAL,NSH,32,20
06/10/2017,2017,0,0,MIN,MAD,22,23
06/10/2017,2017,0,0,SF,SJ,27,19
06/10/2017,2017,0,0,LA,SEA,25,20
06/11/2017,2017,0,0,DC,TOR,25,17
06/17/2017,2017,0,0,IND,DET,23,21
06/17/2017,2017,0,0,TOR,SF,33,27
06/17/2017,2017,0,0,MTL,DC,27,23
06/17/2017,2017,0,0,PIT,MAD,21,22
06/17/2017,2017,0,0,ATL,RAL,21,24
06/17/2017,2017,0,0,CHI,MIN,12,23
06/17/2017,2017,0,0,DAL,AUS,27,25
06/17/2017,2017,0,0,VAN,SEA,19,24
06/17/2017,2017,0,0,SD,SJ,24,28
06/18/2017,2017,0,0,OTT,DC,13,28
06/18/2017,2017,0,0,DET,MAD,11,21
06/18/2017,2017,0,0,NY,PHI,27,14
06/24/2017,2017,0,0,NY,OTT,23,22
06/24/2017,2017,0,0,DC,PHI,25,17
06/24/2017,2017,0,0,MAD,DET,21,9
06/24/2017,2017,0,0,RAL,TB,27,13
06/24/2017,2017,0,0,DAL,ATL,21,19
06/24/2017,2017,0,0,VAN,LA,20,21
06/24/2017,2017,0,0,SJ,SF,29,26
06/25/2017,2017,0,0,PHI,OTT,22,14
06/25/2017,2017,0,0,AUS,ATL,26,25
06/25/2017,2017,0,0,PIT,IND,18,16
06/25/2017,2017,0,0,CHI,DET,23,16
06/25/2017,2017,0,0,SEA,LA,26,29
06/30/2017,2017,0,0,SEA,VAN,31,10
07/01/2017,2017,0,0,DET,PIT,14,22
07/01/2017,2017,0,0,MTL,NY,29,20
07/01/2017,2017,0,0,MAD,MIN,21,13
07/01/2017,2017,0,0,NSH,AUS,21,27
07/01/2017,2017,0,0,IND,CHI,30,24
07/02/2017,2017,0,0,OTT,NY,19,20
07/02/2017,2017,0,0,PIT,CHI,21,20
07/07/2017,2017,0,0,DAL,TB,27,28
07/08/2017,2017,0,0,NSH,RAL,14,24
07/08/2017,2017,0,0,DET,MIN,17,31
07/08/2017,2017,0,0,TOR,MTL,28,20
07/08/2017,2017,0,0,NSH,RAL,26,31
07/08/2017,2017,0,0,AUS,TB,27,31
07/08/2017,2017,0,0,SD,LA,19,26
07/09/2017,2017,0,0,PIT,MIN,26,22
07/14/2017,2017,0,0,IND,MIN,25,26
07/14/2017,2017,0,0,CHI,MAD,17,26
07/14/2017,2017,0,0,ATL,NSH,27,22
07/14/2017,2017,0,0,SJ,SEA,17,21
07/15/2017,2017,0,0,PHI,NY,30,23
07/15/2017,2017,0,0,PIT,DET,28,24
07/15/2017,2017,0,0,TB,NSH,33,24
07/15/2017,2017,0,0,AUS,DAL,23,27
07/15/2017,2017,0,0,SF,SEA,31,26
07/15/2017,2017,0,0,LA,SD,18,22
07/16/2017,2017,0,0,OTT,TOR,25,30
07/21/2017,2017,0,0,SD,SJ,23,22
07/22/2017,2017,0,0,PHI,DC,20,23
07/22/2017,2017,0,0,OTT,NY,25,29
07/22/2017,2017,0,0,CHI,IND,19,26
07/22/2017,2017,0,0,MIN,PIT,19,13
07/22/2017,2017,0,0,SEA,SF,24,30
07/22/2017,2017,0,0,LA,SJ,24,23
07/23/2017,2017,0,0,MTL,OTT,31,22
07/23/2017,2017,0,0,MAD,IND,22,21
07/23/2017,2017,0,0,TOR,NY,20,14
07/23/2017,2017,0,0,VAN,SF,18,26
07/29/2017,2017,0,1,DAL,TB,22,12
08/04/2017,2017,0,1,MIN,PIT,25,26
08/11/2017,2017,0,1,DC,MTL,28,16
08/12/2017,2017,0,1,RAL,DAL,24,27
08/12/2017,2017,0,1,MAD,PIT,27,22
08/12/2017,2017,0,1,SJ,LA,24,33
08/13/2017,2017,0,1,TOR,DC,29,26
08/13/2017,2017,0,1,SF,LA,33,22
08/26/2017,2017,1,1,MAD,SF,19,23
08/26/2017,2017,1,1,DAL,TOR,21,24
08/27/2017,2017,1,1,TOR,SF,29,30
03/31/2018,2018,0,0,DET,IND,12,24
03/31/2018,2018,0,0,RAL,TB,27,22
04/07/2018,2018,0,0,SEA,MIN,29,28
04/07/2018,2018,0,0,PIT,DET,17,16
04/07/2018,2018,0,0,LA,SD,30,17
04/07/2018,2018,0,0,DC,MTL,22,24
04/07/2018,2018,0,0,SF,SJ,20,21
04/07/2018,2018,0,0,TB,ATL,15,17
04/07/2018,2018,0,0,RAL,DAL,14,17
04/07/2018,2018,0,0,IND,MAD,13,20
04/14/2018,2018,0,0,PIT,CHI,15,20
04/14/2018,2018,0,0,SEA,SD,16,22
04/14/2018,2018,0,0,TB,RAL,17,20
04/14/2018,2018,0,0,SJ,SF,27,28
04/14/2018,2018,0,0,NY,TOR,14,18
04/14/2018,2018,0,0,AUS,LA,23,22
04/15/2018,2018,0,0,NSH,ATL,17,18
04/15/2018,2018,0,0,PHI,TOR,18,19
04/15/2018,2018,0,0,DAL,LA,20,17
04/21/2018,2018,0,0,DET,MAD,12,27
04/21/2018,2018,0,0,MIN,CHI,24,23
04/21/2018,2018,0,0,ATL,TB,19,18
04/21/2018,2018,0,0,PHI,MTL,26,21
04/21/2018,2018,0,0,SF,TOR,18,28
04/21/2018,2018,0,0,NSH,RAL,26,31
04/21/2018,2018,0,0,SD,SEA,26,25
04/21/2018,2018,0,0,NY,OTT,28,16
04/21/2018,2018,0,0,IND,PIT,27,18
04/22/2018,2018,0,0,DAL,AUS,23,21
04/22/2018,2018,0,0,DC,OTT,26,19
04/22/2018,2018,0,0,LA,SJ,25,16
04/27/2018,2018,0,0,AUS,RAL,25,23
04/27/2018,2018,0,0,SJ,SD,18,17
04/28/2018,2018,0,0,OTT,MTL,33,35
04/28/2018,2018,0,0,MAD,PIT,29,13
04/28/2018,2018,0,0,SF,SD,21,25
04/28/2018,2018,0,0,PHI,DC,18,18
04/28/2018,2018,0,0,DAL,RAL,20,24
04/28/2018,2018,0,0,TB,NSH,25,13
04/28/2018,2018,0,0,CHI,IND,21,25
05/04/2018,2018,0,0,SD,SJ,31,28
05/05/2018,2018,0,0,MTL,PHI,14,17
05/05/2018,2018,0,0,MIN,MAD,19,20
05/05/2018,2018,0,0,DET,IND,22,31
05/05/2018,2018,0,0,ATL,AUS,22,23
05/05/2018,2018,0,0,LA,SJ,33,31
05/05/2018,2018,0,0,SEA,SF,27,25
05/05/2018,2018,0,0,NY,DC,19,18
05/05/2018,2018,0,0,RAL,TB,23,20
05/06/2018,2018,0,0,NSH,AUS,22,20
05/06/2018,2018,0,0,OTT,PHI,22,19
05/06/2018,2018,0,0,PIT,IND,18,27
05/12/2018,2018,0,0,MIN,DET,34,17
05/12/2018,2018,0,0,CHI,PIT,21,16
05/12/2018,2018,0,0,DC,RAL,25,24
05/12/2018,2018,0,0,ATL,TB,27,26
05/12/2018,2018,0,0,SJ,SF,23,26
05/12/2018,2018,0,0,AUS,DAL,23,27
05/13/2018,2018,0,0,MAD,DET,37,8
05/13/2018,2018,0,0,MTL,TOR,18,21
05/13/2018,2018,0,0,SEA,LA,26,30
05/13/2018,2018,0,0,IND,PIT,27,24
05/18/2018,2018,0,0,SF,SEA,32,29
05/19/2018,2018,0,0,CHI,MAD,16,24
05/19/2018,2018,0,0,PIT,MIN,21,33
05/19/2018,2018,0,0,TOR,DC,33,20
05/19/2018,2018,0,0,SD,LA,20,25
05/19/2018,2018,0,0,AUS,ATL,28,19
05/19/2018,2018,0,0,NSH,TB,32,30
05/19/2018,2018,0,0,NY,PHI,23,15
05/19/2018,2018,0,0,SJ,SEA,24,14
05/20/2018,2018,0,0,DET,MIN,24,34
05/20/2018,2018,0,0,TOR,OTT,21,19
05/20/2018,2018,0,0,MTL,DC,21,20
05/20/2018,2018,0,0,DAL,ATL,26,21
05/26/2018,2018,0,0,TOR,PHI,28,23
05/26/2018,2018,0,0,LA,SD,25,23
05/26/2018,2018,0,0,DC,NY,29,21
05/26/2018,2018,0,0,MAD,RAL,16,24
05/26/2018,2018,0,0,IND,CHI,26,22
05/26/2018,2018,0,0,NSH,AUS,27,21
05/27/2018,2018,0,0,OTT,PHI,30,18
06/01/2018,2018,0,0,RAL,AUS,32,14
06/02/2018,2018,0,0,DET,CHI,18,25
06/02/2018,2018,0,0,MTL,TOR,20,24
06/02/2018,2018,0,0,MIN,IND,22,18
06/02/2018,2018,0,0,SEA,SJ,25,29
06/02/2018,2018,0,0,PIT,DC,11,20
06/02/2018,2018,0,0,SD,SF,24,25
06/02/2018,2018,0,0,NY,OTT,24,21
06/02/2018,2018,0,0,TB,AUS,26,27
06/02/2018,2018,0,0,NSH,DAL,21,31
06/03/2018,2018,0,0,ATL,DAL,28,29
06/03/2018,2018,0,0,PHI,OTT,22,21
06/03/2018,2018,0,0,LA,SF,23,19
06/08/2018,2018,0,0,MAD,MIN,20,17
06/08/2018,2018,0,0,OTT,MTL,26,27
06/09/2018,2018,0,0,DC,TOR,25,24
06/09/2018,2018,0,0,PHI,PIT,30,21
06/09/2018,2018,0,0,AUS,DAL,17,19
06/09/2018,2018,0,0,SJ,SD,21,20
06/09/2018,2018,0,0,NSH,ATL,21,24
06/09/2018,2018,0,0,CHI,MAD,21,22
06/16/2018,2018,0,0,PIT,MAD,21,25
06/16/2018,2018,0,0,MTL,NY,26,22
06/16/2018,2018,0,0,MIN,DET,37,18
06/16/2018,2018,0,0,LA,SEA,26,17
06/16/2018,2018,0,0,ATL,DAL,20,24
06/16/2018,2018,0,0,SF,SJ,21,17
06/16/2018,2018,0,0,TOR,OTT,27,17
06/16/2018,2018,0,0,RAL,NSH,27,15
06/17/2018,2018,0,0,TB,DAL,25,28
06/17/2018,2018,0,0,CHI,DET,34,12
06/17/2018,2018,0,0,SD,SEA,25,27
06/17/2018,2018,0,0,TOR,NY,25,18
06/17/2018,2018,0,0,IND,MAD,21,20
06/23/2018,2018,0,0,MIN,PIT,28,29
06/23/2018,2018,0,0,ATL,RAL,30,20
06/23/2018,2018,0,0,TOR,DC,28,21
06/23/2018,2018,0,0,IND,DET,40,20
06/23/2018,2018,0,0,SEA,SD,22,23
06/23/2018,2018,0,0,SJ,LA,18,27
06/23/2018,2018,0,0,NY,MTL,22,23
06/23/2018,2018,0,0,AUS,NSH,24,23
06/24/2018,2018,0,0,DET,CHI,27,31
06/24/2018,2018,0,0,DAL,NSH,28,16
06/24/2018,2018,0,0,SF,LA,24,25
06/24/2018,2018,0,0,PHI,MTL,27,19
06/24/2018,2018,0,0,OTT,DC,29,30
06/30/2018,2018,0,0,DET,PIT,19,20
06/30/2018,2018,0,0,MIN,CHI,25,23
06/30/2018,2018,0,0,OTT,NY,23,29
06/30/2018,2018,0,0,MAD,IND,26,17
06/30/2018,2018,0,0,SD,SF,27,22
06/30/2018,2018,0,0,DC,PHI,25,15
06/30/2018,2018,0,0,DAL,AUS,29,25
06/30/2018,2018,0,0,TB,ATL,19,16
06/30/2018,2018,0,0,RAL,NSH,33,20
07/01/2018,2018,0,0,MTL,NY,18,26
07/01/2018,2018,0,0,SEA,SJ,25,24
07/01/2018,2018,0,0,LA,SF,28,21
07/03/2018,2018,0,0,MAD,MIN,35,24
07/07/2018,2018,0,0,CHI,IND,18,25
07/07/2018,2018,0,0,TOR,MTL,28,24
07/07/2018,2018,0,0,NY,PHI,27,23
07/07/2018,2018,0,0,DAL,TB,21,16
07/07/2018,2018,0,0,RAL,ATL,26,25
07/08/2018,2018,0,0,AUS,TB,1,0
07/08/2018,2018,0,0,OTT,TOR,13,26
07/13/2018,2018,0,0,SJ,SEA,27,24
07/14/2018,2018,0,0,MAD,CHI,27,24
07/14/2018,2018,0,0,PIT,DET,32,10
07/14/2018,2018,0,0,SF,SEA,20,31
07/14/2018,2018,0,0,DC,NY,29,19
07/14/2018,2018,0,0,TB,NSH,24,23
07/14/2018,2018,0,0,IND,MIN,26,16
07/14/2018,2018,0,0,SD,LA,34,21
07/15/2018,2018,0,0,CHI,MIN,20,23
07/15/2018,2018,0,0,MTL,OTT,25,32
07/15/2018,2018,0,0,PHI,NY,22,30
07/15/2018,2018,0,0,ATL,NSH,30,26
07/21/2018,2018,0,1,DC,NY,15,19
07/21/2018,2018,0,1,IND,MIN,20,19
07/21/2018,2018,0,1,LA,SD,26,22
07/27/2018,2018,0,1,AUS,RAL,23,26
07/28/2018,2018,0,1,MAD,IND,27,18
07/28/2018,2018,0,1,TOR,NY,17,18
07/28/2018,2018,0,1,DAL,RAL,20,19
08/11/2018,2018,1,1,DAL,NY,32,30
08/11/2018,2018,0,1,MAD,LA,24,19
08/12/2018,2018,0,1,MAD,DAL,20,16
