,gameorder,game_id,_iscopy,year_id,date,seasongame,is_playoffs,team_id,pts,elo_i,elo_n,opp_id,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast
62,32,2017042900DC,0,2017,04/29/2017,3,0,DC,29,1512.1477387879988,1523.8766996009567,OTT,24,1500.0,1488.271039187042,H,W,0.656012444652092
63,32,2017042900DC,1,2017,04/29/2017,1,0,OTT,24,1500.0,1488.271039187042,DC,29,1512.1477387879988,1523.8766996009567,A,L,0.34398755534790804
64,33,201704290PIT,0,2017,04/29/2017,2,0,PIT,26,1515.1294579399005,1519.2056343049621,IND,25,1478.0437160463632,1473.9675396813016,H,W,0.6876442717491281
65,33,201704290PIT,1,2017,04/29/2017,4,0,IND,25,1478.0437160463632,1473.9675396813016,PIT,26,1515.1294579399005,1519.2056343049621,A,L,0.3123557282508719
66,34,201704290MIN,0,2017,04/29/2017,2,0,MIN,22,1516.1167446208667,1523.930265787498,MAD,20,1524.0290814619066,1516.2155602952753,H,W,0.62950624875093
67,34,201704290MIN,1,2017,04/29/2017,2,0,MAD,20,1524.0290814619066,1516.2155602952753,MIN,22,1516.1167446208667,1523.930265787498,A,L,0.37049375124907
68,35,201704290RAL,0,2017,04/29/2017,6,0,RAL,28,1554.2225445109186,1561.6428412286264,AUS,23,1441.4535995494527,1434.033302831745,H,W,0.7729065430534328
69,35,201704290RAL,1,2017,04/29/2017,4,0,AUS,23,1441.4535995494527,1434.033302831745,RAL,28,1554.2225445109186,1561.6428412286264,A,L,0.22709345694656724
70,36,201704290NSH,0,2017,04/29/2017,4,0,NSH,8,1432.560755821213,1404.727106761112,DAL,27,1554.0628608341765,1581.8965098942774,H,L,0.46909542954471734
71,36,201704290NSH,1,2017,04/29/2017,4,0,DAL,27,1554.0628608341765,1581.8965098942774,NSH,8,1432.560755821213,1404.727106761112,A,W,0.5309045704552826
72,37,201704290VAN,0,2017,04/29/2017,4,0,VAN,22,1458.2989307961552,1436.1396420896153,SJ,28,1517.27597305971,1539.4352617662498,H,L,0.5587639520571757
73,37,201704290VAN,1,2017,04/29/2017,5,0,SJ,28,1517.27597305971,1539.4352617662498,VAN,22,1458.2989307961552,1436.1396420896153,A,W,0.44123604794282434
74,38,2017042900LA,0,2017,04/29/2017,3,0,LA,22,1532.0373062821184,1509.6501034124435,SF,26,1517.3891043492788,1539.7763072189537,H,L,0.6592532229207189
75,38,2017042900LA,1,2017,04/29/2017,4,0,SF,26,1517.3891043492788,1539.7763072189537,LA,22,1532.0373062821184,1509.6501034124435,A,W,0.34074677707928114
76,39,201704300PHI,0,2017,04/30/2017,3,0,PHI,26,1478.670787116105,1460.5348575884286,OTT,29,1488.271039187042,1506.4069687147185,H,L,0.6272372687175845
77,39,201704300PHI,1,2017,04/30/2017,2,0,OTT,29,1488.271039187042,1506.4069687147185,PHI,26,1478.670787116105,1460.5348575884286,A,W,0.37276273128241555
78,40,201704300JAX,0,2017,04/30/2017,5,0,JAX,30,1523.4184939258357,1533.5978845526884,AUS,22,1434.033302831745,1423.8539122048924,H,W,0.7484172711974518
79,40,201704300JAX,1,2017,04/30/2017,5,0,AUS,22,1434.033302831745,1423.8539122048924,JAX,30,1523.4184939258357,1533.5978845526884,A,L,0.2515827288025482
80,41,201704300ATL,0,2017,04/30/2017,4,0,ATL,24,1500.9835846591684,1481.91722114935,DAL,29,1581.8965098942774,1600.9628734040957,H,L,0.5274409079446343
81,41,201704300ATL,1,2017,04/30/2017,5,0,DAL,29,1581.8965098942774,1600.9628734040957,ATL,24,1500.9835846591684,1481.91722114935,A,W,0.4725590920553657
82,42,2017043000SD,0,2017,04/30/2017,4,0,SD,20,1451.2215964853085,1444.0244267893324,SF,21,1539.7763072189537,1546.9734769149297,H,L,0.5164651397883183
83,42,2017043000SD,1,2017,04/30/2017,5,0,SF,21,1539.7763072189537,1546.9734769149297,SD,20,1451.2215964853085,1444.0244267893324,A,W,0.4835348602116817
84,43,201705060OTT,0,2017,05/06/2017,3,0,OTT,21,1506.4069687147185,1486.84375548279,TOR,24,1485.8024155399034,1505.365628771832,H,L,0.6669129400693012
85,43,201705060OTT,1,2017,05/06/2017,4,0,TOR,24,1485.8024155399034,1505.365628771832,OTT,21,1506.4069687147185,1486.84375548279,A,W,0.33308705993069876
86,44,2017050600DC,0,2017,05/06/2017,4,0,DC,22,1523.8766996009567,1528.3576414423885,NY,21,1508.7626135621495,1504.2816717207177,H,W,0.6598554106555773
87,44,2017050600DC,1,2017,05/06/2017,4,0,NY,21,1508.7626135621495,1504.2816717207177,DC,22,1523.8766996009567,1528.3576414423885,A,L,0.3401445893444227
88,45,201705060MIN,0,2017,05/06/2017,3,0,MIN,28,1523.930265787498,1531.63053318764,IND,25,1473.9675396813016,1466.2672722811596,H,W,0.7033402356853505
89,45,201705060MIN,1,2017,05/06/2017,5,0,IND,25,1473.9675396813016,1466.2672722811596,MIN,28,1523.930265787498,1531.63053318764,A,L,0.29665976431464947
90,46,201705060MAD,0,2017,05/06/2017,3,0,MAD,18,1516.2155602952753,1522.3881009601726,CHI,16,1468.8150399001574,1462.6424992352602,H,W,0.7002535645444704
91,46,201705060MAD,1,2017,05/06/2017,3,0,CHI,16,1468.8150399001574,1462.6424992352602,MAD,18,1516.2155602952753,1522.3881009601726,A,L,0.2997464354555296
92,47,201705060DAL,0,2017,05/06/2017,6,0,DAL,32,1600.9628734040957,1607.204209259791,NSH,23,1404.727106761112,1398.4857709054168,H,W,0.8462217941475879
93,47,201705060DAL,1,2017,05/06/2017,5,0,NSH,23,1404.727106761112,1398.4857709054168,DAL,32,1600.9628734040957,1607.204209259791,A,L,0.1537782058524121
94,48,201705060SEA,0,2017,05/06/2017,4,0,SEA,26,1523.7770890274292,1531.2001222167924,PIT,24,1519.2056343049621,1511.782601115599,H,W,0.6461049798062783
95,48,201705060SEA,1,2017,05/06/2017,3,0,PIT,24,1519.2056343049621,1511.782601115599,SEA,26,1523.7770890274292,1531.2001222167924,A,L,0.35389502019372165
96,49,2017050600SD,0,2017,05/06/2017,5,0,SD,22,1444.0244267893324,1458.667004118497,VAN,14,1436.1396420896153,1421.4970647604507,H,W,0.6504538480112857
97,49,2017050600SD,1,2017,05/06/2017,5,0,VAN,14,1436.1396420896153,1421.4970647604507,SD,22,1444.0244267893324,1458.667004118497,A,L,0.3495461519887143
98,50,201705070MTL,0,2017,05/07/2017,4,0,MTL,17,1507.9146056930783,1479.8464063377387,TOR,24,1505.365628771832,1533.4338281271716,H,L,0.6434384192475984
99,50,201705070MTL,1,2017,05/07/2017,5,0,TOR,24,1505.365628771832,1533.4338281271716,MTL,17,1507.9146056930783,1479.8464063377387,A,W,0.35656158075240163
100,51,201705070AUS,0,2017,05/07/2017,6,0,AUS,31,1423.8539122048924,1442.6929836226848,NSH,11,1398.4857709054168,1379.6466994876243,H,W,0.6729762042644499
101,51,201705070AUS,1,2017,05/07/2017,6,0,NSH,11,1398.4857709054168,1379.6466994876243,AUS,31,1423.8539122048924,1442.6929836226848,A,L,0.32702379573555007
102,52,2017050700LA,0,2017,05/07/2017,4,0,LA,23,1509.6501034124435,1517.9994868353651,VAN,18,1421.4970647604507,1413.147681337529,H,W,0.7470794168478874
103,52,2017050700LA,1,2017,05/07/2017,6,0,VAN,18,1421.4970647604507,1413.147681337529,LA,23,1509.6501034124435,1517.9994868353651,A,L,0.25292058315211263
104,53,201705120JAX,0,2017,05/12/2017,6,0,JAX,24,1533.5978845526884,1543.630660790588,DAL,22,1607.204209259791,1597.1714330218913,H,W,0.5379106526212434
105,53,201705120JAX,1,2017,05/12/2017,7,0,DAL,22,1607.204209259791,1597.1714330218913,JAX,24,1533.5978845526884,1543.630660790588,A,L,0.4620893473787566
106,54,201705130TOR,0,2017,05/13/2017,6,0,TOR,26,1533.4338281271716,1546.5542842568814,DC,20,1528.3576414423885,1515.2371853126788,H,W,0.6467690430138259
107,54,201705130TOR,1,2017,05/13/2017,5,0,DC,20,1528.3576414423885,1515.2371853126788,TOR,26,1533.4338281271716,1546.5542842568814,A,L,0.3532309569861741
108,55,201705130OTT,0,2017,05/13/2017,4,0,OTT,25,1486.84375548279,1496.7624544486684,PHI,21,1460.5348575884286,1450.61615862255,H,W,0.6741669097131863
109,55,201705130OTT,1,2017,05/13/2017,4,0,PHI,21,1460.5348575884286,1450.61615862255,OTT,25,1486.84375548279,1496.7624544486684,A,L,0.32583309028681373
110,56,201705130ATL,0,2017,05/13/2017,5,0,ATL,31,1481.91722114935,1493.0925214127822,NSH,19,1379.6466994876243,1368.4713992241923,H,W,0.7621245397420191
111,56,201705130ATL,1,2017,05/13/2017,7,0,NSH,19,1379.6466994876243,1368.4713992241923,ATL,31,1481.91722114935,1493.0925214127822,A,L,0.2378754602579809
112,57,201705130RAL,0,2017,05/13/2017,7,0,RAL,32,1561.6428412286264,1578.1388393546051,DAL,25,1597.1714330218913,1580.6754348959125,H,W,0.5917313357568078
113,57,201705130RAL,1,2017,05/13/2017,8,0,DAL,25,1597.1714330218913,1580.6754348959125,RAL,32,1561.6428412286264,1578.1388393546051,A,L,0.4082686642431922
114,58,201705130IND,0,2017,05/13/2017,6,0,IND,20,1466.2672722811596,1450.3451990718895,MAD,23,1522.3881009601726,1538.3101741694427,H,L,0.562813593449343
115,58,201705130IND,1,2017,05/13/2017,4,0,MAD,23,1522.3881009601726,1538.3101741694427,IND,20,1466.2672722811596,1450.3451990718895,A,W,0.437186406550657
116,59,201705130CHI,0,2017,05/13/2017,4,0,CHI,17,1462.6424992352602,1447.3295741122677,MIN,20,1531.63053318764,1546.9434583106324,H,L,0.5445116571869107
117,59,201705130CHI,1,2017,05/13/2017,4,0,MIN,20,1531.63053318764,1546.9434583106324,CHI,17,1462.6424992352602,1447.3295741122677,A,W,0.45548834281308925
118,60,201705130VAN,0,2017,05/13/2017,7,0,VAN,27,1413.147681337529,1418.8596147822054,SD,26,1458.667004118497,1452.9550706738207,H,W,0.5777676365219044
119,60,201705130VAN,1,2017,05/13/2017,6,0,SD,26,1458.667004118497,1452.9550706738207,VAN,27,1413.147681337529,1418.8596147822054,A,L,0.42223236347809556
120,61,2017051300SF,0,2017,05/13/2017,6,0,SF,27,1546.9734769149297,1537.3053600590545,SEA,28,1531.2001222167924,1540.8682390726676,H,L,0.660706679162776
121,61,2017051300SF,1,2017,05/13/2017,5,0,SEA,28,1531.2001222167924,1540.8682390726676,SF,27,1546.9734769149297,1537.3053600590545,A,W,0.33929332083722397
122,62,2017051300SJ,0,2017,05/13/2017,6,0,SJ,28,1539.4352617662498,1551.681129453261,LA,22,1517.9994868353651,1505.753619148354,H,W,0.6679750071813335
123,62,2017051300SJ,1,2017,05/13/2017,5,0,LA,22,1517.9994868353651,1505.753619148354,SJ,28,1539.4352617662498,1551.681129453261,A,L,0.3320249928186665
124,63,201705140MTL,0,2017,05/14/2017,5,0,MTL,25,1479.8464063377387,1469.8629717879492,PHI,26,1450.61615862255,1460.5995931723396,H,L,0.6778500777267311
125,63,201705140MTL,1,2017,05/14/2017,5,0,PHI,26,1450.61615862255,1460.5995931723396,MTL,25,1479.8464063377387,1469.8629717879492,A,W,0.3221499222732689
126,64,201705140DET,0,2017,05/14/2017,3,0,DET,19,1497.8659600308056,1481.6093091914022,MIN,22,1546.9434583106324,1563.2001091500358,H,L,0.5727630878961416
127,64,201705140DET,1,2017,05/14/2017,5,0,MIN,22,1546.9434583106324,1563.2001091500358,DET,19,1497.8659600308056,1481.6093091914022,A,W,0.4272369121038584
128,65,2017052000DC,0,2017,05/20/2017,6,0,DC,23,1515.2371853126788,1523.096616665726,MTL,20,1469.8629717879492,1462.0035404349019,H,W,0.6977995283786357
129,65,2017052000DC,1,2017,05/20/2017,6,0,MTL,20,1469.8629717879492,1462.0035404349019,DC,23,1515.2371853126788,1523.096616665726,A,L,0.3022004716213643
130,66,201705200MIN,0,2017,05/20/2017,6,0,MIN,26,1563.2001091500358,1574.2659078808183,DET,17,1481.6093091914022,1470.5435104606197,H,W,0.7398753279953568
131,66,201705200MIN,1,2017,05/20/2017,4,0,DET,17,1481.6093091914022,1470.5435104606197,MIN,26,1563.2001091500358,1574.2659078808183,A,L,0.2601246720046432
132,67,201705200MAD,0,2017,05/20/2017,5,0,MAD,31,1538.3101741694427,1550.2911945963453,PIT,25,1511.782601115599,1499.8015806886963,H,W,0.6744433634769528
133,67,201705200MAD,1,2017,05/20/2017,4,0,PIT,25,1511.782601115599,1499.8015806886963,MAD,31,1538.3101741694427,1550.2911945963453,A,L,0.3255566365230472
134,68,201705200AUS,0,2017,05/20/2017,7,0,AUS,27,1442.6929836226848,1434.5960820028492,ATL,28,1493.0925214127822,1501.1894230326177,H,L,0.5708997896298987
135,68,201705200AUS,1,2017,05/20/2017,6,0,ATL,28,1493.0925214127822,1501.1894230326177,AUS,27,1442.6929836226848,1434.5960820028492,A,W,0.42910021037010126
136,69,201705200JAX,0,2017,05/20/2017,7,0,JAX,20,1543.630660790588,1535.1555656893452,RAL,21,1578.1388393546051,1586.613934455848,H,L,0.5931496328062185
137,69,201705200JAX,1,2017,05/20/2017,8,0,RAL,21,1578.1388393546051,1586.613934455848,JAX,20,1543.630660790588,1535.1555656893452,A,W,0.40685036719378154
138,70,2017052000SJ,0,2017,05/20/2017,7,0,SJ,19,1551.681129453261,1554.2820581172034,VAN,18,1418.8596147822054,1416.258686118263,H,W,0.7925274947099009
139,70,2017052000SJ,1,2017,05/20/2017,8,0,VAN,18,1418.8596147822054,1416.258686118263,SJ,19,1551.681129453261,1554.2820581172034,A,L,0.20747250529009909
140,71,201705210CHI,0,2017,05/21/2017,5,0,CHI,22,1447.3295741122677,1465.4607872459565,DET,12,1470.5435104606197,1452.412297326931,H,W,0.6087393253104357
141,71,201705210CHI,1,2017,05/21/2017,5,0,DET,12,1470.5435104606197,1452.412297326931,CHI,22,1447.3295741122677,1465.4607872459565,A,L,0.39126067468956427
142,72,201705210DAL,0,2017,05/21/2017,9,0,DAL,26,1580.6754348959125,1591.3392490869355,ATL,18,1501.1894230326177,1490.5256088415947,H,W,0.7375366905804461
143,72,201705210DAL,1,2017,05/21/2017,7,0,ATL,18,1501.1894230326177,1490.5256088415947,DAL,26,1580.6754348959125,1591.3392490869355,A,L,0.26246330941955387
144,73,2017052100SF,0,2017,05/21/2017,7,0,SF,33,1537.3053600590545,1547.8013255432315,VAN,20,1416.258686118263,1405.762720634086,H,W,0.7811613360427315
145,73,2017052100SF,1,2017,05/21/2017,9,0,VAN,20,1416.258686118263,1405.762720634086,SF,33,1537.3053600590545,1547.8013255432315,A,L,0.21883866395726848
146,74,2017052100NY,0,2017,05/21/2017,5,0,NY,16,1504.2816717207177,1483.7086322788764,MTL,19,1462.0035404349019,1482.5765798767432,H,L,0.69402801048555
147,74,2017052100NY,1,2017,05/21/2017,7,0,MTL,19,1462.0035404349019,1482.5765798767432,NY,16,1504.2816717207177,1483.7086322788764,A,W,0.30597198951445004
148,75,2017052700NY,0,2017,05/27/2017,6,0,NY,25,1483.7086322788764,1466.9908736947866,DC,28,1523.096616665726,1539.8143752498158,H,L,0.5863534280467964
149,75,2017052700NY,1,2017,05/27/2017,7,0,DC,28,1523.096616665726,1539.8143752498158,NY,25,1483.7086322788764,1466.9908736947866,A,W,0.41364657195320365
150,76,201705270DET,0,2017,05/27/2017,6,0,DET,21,1452.412297326931,1439.4655842675772,PIT,23,1499.8015806886963,1512.74829374805,H,L,0.5751394729593804
151,76,201705270DET,1,2017,05/27/2017,5,0,PIT,23,1499.8015806886963,1512.74829374805,DET,21,1452.412297326931,1439.4655842675772,A,W,0.4248605270406196
152,77,201705270TOR,0,2017,05/27/2017,7,0,TOR,31,1546.5542842568814,1558.9800382079372,PHI,18,1460.5995931723396,1448.1738392212837,H,W,0.744680820159421
153,77,201705270TOR,1,2017,05/27/2017,6,0,PHI,18,1460.5995931723396,1448.1738392212837,TOR,31,1546.5542842568814,1558.9800382079372,A,L,0.25531917984057895
154,78,201705270MAD,0,2017,05/27/2017,6,0,MAD,21,1550.2911945963453,1553.5721129874112,CHI,20,1465.4607872459565,1462.1798688548906,H,W,0.7434483625590981
155,78,201705270MAD,1,2017,05/27/2017,6,0,CHI,20,1465.4607872459565,1462.1798688548906,MAD,21,1550.2911945963453,1553.5721129874112,A,L,0.2565516374409019
156,79,201705270ATL,0,2017,05/27/2017,8,0,ATL,20,1490.5256088415947,1474.0573992336972,JAX,23,1535.1555656893452,1551.6237752972427,H,L,0.579016074850042
157,79,201705270ATL,1,2017,05/27/2017,8,0,JAX,23,1535.1555656893452,1551.6237752972427,ATL,20,1490.5256088415947,1474.0573992336972,A,W,0.42098392514995797
158,80,2017052700LA,0,2017,05/27/2017,6,0,LA,23,1505.753619148354,1495.2249335259978,SD,24,1452.9550706738207,1463.4837562961768,H,L,0.7067350030168524
159,80,2017052700LA,1,2017,05/27/2017,7,0,SD,24,1452.9550706738207,1463.4837562961768,LA,23,1505.753619148354,1495.2249335259978,A,W,0.29326499698314756
160,81,201705280MIN,0,2017,05/28/2017,7,0,MIN,23,1574.2659078808183,1580.0261259657723,CHI,20,1462.1798688548906,1456.4196507699367,H,W,0.7722158043293162
