,date,team_id,pts,opp_id,opp_pts,is_playoffs
0,04/12/2014,DET,21,MIN,30,0
1,04/12/2014,CIN,16,MAD,25,0
2,04/12/2014,DC,19,TOR,20,0
3,04/12/2014,SLC,14,VAN,26,0
4,04/12/2014,SJ,20,SF,16,0
5,04/13/2014,CHI,27,MIN,19,0
6,04/13/2014,IND,21,MAD,26,0
7,04/13/2014,NY,20,TOR,22,0
8,04/13/2014,SLC,12,VAN,21,0
9,04/18/2014,CIN,23,CHI,22,0
10,04/19/2014,DET,9,MAD,34,0
11,04/19/2014,IND,25,CHI,19,0
12,04/19/2014,MTL,14,TOR,22,0
13,04/19/2014,VAN,24,SER,19,0
14,04/19/2014,SF,32,SLC,9,0
15,04/19/2014,PHI,10,ROC,13,0
16,04/20/2014,SJ,37,SLC,18,0
17,04/25/2014,MIN,23,MAD,20,0
18,04/26/2014,CHI,26,CIN,12,0
19,04/26/2014,DET,16,IND,22,0
20,04/26/2014,NY,27,ROC,8,0
21,04/26/2014,SER,13,SF,17,0
22,04/26/2014,SLC,20,SJ,31,0
23,04/27/2014,DC,30,ROC,22,0
24,04/27/2014,VAN,20,SF,29,0
25,05/02/2014,CIN,25,DET,13,0
26,05/03/2014,MAD,27,IND,18,0
27,05/03/2014,CHI,16,DET,9,0
28,05/03/2014,TOR,26,ROC,11,0
29,05/03/2014,MTL,16,NY,17,0
30,05/03/2014,PHI,22,DC,30,0
31,05/03/2014,SJ,25,SER,20,0
32,05/04/2014,MIN,21,IND,22,0
33,05/04/2014,DC,28,PHI,19,0
34,05/04/2014,SF,29,SER,16,0
35,05/09/2014,MAD,22,MIN,15,0
36,05/09/2014,CHI,20,IND,19,0
37,05/10/2014,IND,25,MIN,24,0
38,05/10/2014,DET,15,CIN,20,0
39,05/10/2014,ROC,18,TOR,30,0
40,05/10/2014,NY,20,PHI,10,0
41,05/10/2014,VAN,32,SJ,39,0
42,05/10/2014,SLC,16,SF,19,0
43,05/11/2014,SER,14,SJ,23,0
44,05/16/2014,CIN,20,IND,24,0
45,05/17/2014,MIN,20,CHI,31,0
46,05/17/2014,IND,30,DET,22,0
47,05/17/2014,ROC,13,NY,24,0
48,05/17/2014,VAN,40,SLC,28,0
49,05/17/2014,SF,22,SJ,21,0
50,05/18/2014,MTL,27,ROC,14,0
51,05/18/2014,SER,26,SLC,13,0
52,05/18/2014,DC,25,PHI,21,0
53,05/23/2014,CHI,15,MAD,14,0
54,05/24/2014,MAD,15,CHI,12,0
55,05/24/2014,TOR,27,DC,17,0
56,05/24/2014,PHI,15,MTL,23,0
57,05/24/2014,CIN,25,MIN,26,0
58,05/25/2014,SER,16,VAN,21,0
59,05/25/2014,DET,18,MIN,29,0
60,05/25/2014,ROC,21,DC,26,0
61,05/25/2014,NY,26,MTL,21,0
62,05/31/2014,CIN,12,MAD,29,0
63,05/31/2014,DET,17,CHI,31,0
64,05/31/2014,TOR,25,MTL,20,0
65,05/31/2014,SJ,26,VAN,25,0
66,05/31/2014,SLC,16,SER,22,0
67,06/01/2014,ROC,19,MTL,22,0
68,06/01/2014,PHI,16,NY,27,0
69,06/01/2014,SF,20,VAN,16,0
70,06/07/2014,MIN,30,CIN,18,0
71,06/07/2014,IND,12,MAD,23,0
72,06/07/2014,CHI,26,DET,13,0
73,06/07/2014,NY,24,MTL,16,0
74,06/07/2014,VAN,37,SLC,9,0
75,06/07/2014,SJ,33,SF,30,0
76,06/08/2014,MAD,28,CIN,15,0
77,06/08/2014,TOR,38,ROC,18,0
78,06/08/2014,DC,25,MTL,24,0
79,06/08/2014,SER,35,SLC,11,0
80,06/14/2014,MAD,23,MIN,15,0
81,06/14/2014,MTL,18,TOR,31,0
82,06/14/2014,ROC,16,PHI,17,0
83,06/14/2014,DC,31,NY,26,0
84,06/14/2014,SF,23,SER,17,0
85,06/15/2014,MTL,24,PHI,19,0
86,06/15/2014,SJ,24,SER,21,0
87,06/20/2014,MAD,24,CHI,19,0
88,06/21/2014,MIN,22,CHI,19,0
89,06/21/2014,IND,23,CIN,22,0
90,06/21/2014,TOR,21,NY,18,0
91,06/21/2014,MTL,31,PHI,19,0
92,06/21/2014,VAN,25,SJ,37,0
93,06/21/2014,SLC,22,SF,31,0
94,06/22/2014,TOR,29,PHI,15,0
95,06/22/2014,ROC,9,NY,25,0
96,06/22/2014,SER,14,SJ,22,0
97,06/22/2014,SLC,24,SF,33,0
98,06/27/2014,MIN,42,DET,16,0
99,06/27/2014,IND,29,CIN,15,0
100,06/28/2014,MAD,28,DET,9,0
101,06/28/2014,CHI,21,CIN,12,0
102,06/28/2014,ROC,20,TOR,29,0
103,06/28/2014,MTL,20,DC,29,0
104,06/28/2014,SF,23,VAN,18,0
105,06/28/2014,SJ,37,SLC,12,0
106,06/29/2014,NY,21,DC,13,0
107,06/29/2014,VAN,28,SER,26,0
108,07/04/2014,DET,19,IND,27,0
109,07/05/2014,CIN,24,DET,20,0
110,07/05/2014,TOR,19,MTL,20,0
111,07/05/2014,PHI,29,ROC,24,0
112,07/05/2014,DC,23,NY,31,0
113,07/06/2014,PHI,20,DC,25,0
114,07/12/2014,PHI,18,TOR,24,0
115,07/12/2014,NY,13,DC,14,0
116,07/12/2014,SER,18,VAN,21,0
117,07/12/2014,SF,17,SJ,23,0
118,07/13/2014,MIN,25,IND,15,0
119,07/18/2014,SJ,26,SF,16,1
120,07/19/2014,TOR,37,DC,11,1
121,07/19/2014,MAD,25,IND,16,1
122,07/19/2014,NY,22,CHI,17,1
123,07/26/2014,TOR,31,NY,16,1
124,07/26/2014,MAD,20,SJ,23,1
125,07/27/2014,TOR,18,SJ,28,1
