,date,team_id,pts,opp_id,opp_pts,is_playoffs
123,06/11/2016,SJ,27,LA,25,0
124,06/11/2016,VAN,27,SEA,24,0
125,06/11/2016,MAD,37,DET,19,0
126,06/11/2016,PIT,26,CHI,22,0
127,06/11/2016,MTL,21,OTT,20,0
128,06/11/2016,JAX,21,DAL,27,0
129,06/11/2016,DC,27,NY,26,0
130,06/11/2016,NSH,24,ATL,34,0
131,06/12/2016,SF,22,LA,27,0
132,06/12/2016,OTT,25,PHI,13,0
133,06/17/2016,MIN,16,MAD,25,0
134,06/18/2016,AUS,29,ATL,31,0
135,06/18/2016,CIN,27,CHI,28,0
136,06/18/2016,PHI,18,DC,34,0
137,06/18/2016,LA,31,VAN,24,0
138,06/18/2016,SJ,24,SF,25,0
139,06/18/2016,JAX,21,CHA,19,0
140,06/19/2016,IND,29,CHI,17,0
141,06/19/2016,DAL,31,ATL,21,0
142,06/19/2016,NY,28,PHI,13,0
143,06/19/2016,SD,23,VAN,25,0
144,06/25/2016,VAN,20,LA,21,0
145,06/25/2016,DC,27,PHI,16,0
146,06/25/2016,CHA,28,NSH,19,0
147,06/25/2016,CHI,10,MAD,21,0
148,06/25/2016,NY,23,OTT,21,0
149,06/25/2016,SJ,24,SD,21,0
150,06/25/2016,JAX,24,AUS,26,0
151,06/25/2016,DET,22,IND,29,0
152,06/26/2016,CIN,22,MAD,25,0
153,06/26/2016,RAL,28,NSH,19,0
154,06/26/2016,SF,29,SD,25,0
155,06/26/2016,SEA,16,LA,22,0
156,06/26/2016,PIT,25,IND,29,0
157,06/26/2016,PHI,22,OTT,30,0
158,07/01/2016,RAL,28,ATL,22,0
159,07/01/2016,PIT,31,DET,13,0
160,07/02/2016,MTL,18,TOR,29,0
161,07/02/2016,IND,26,PIT,31,0
162,07/02/2016,OTT,24,NY,19,0
163,07/02/2016,LA,28,VAN,26,0
164,07/02/2016,NSH,19,CHA,15,0
165,07/02/2016,SD,32,SJ,21,0
166,07/02/2016,AUS,22,DAL,26,0
167,07/02/2016,MIN,28,CIN,21,0
168,07/03/2016,TOR,22,NY,20,0
169,07/08/2016,CHI,16,MAD,19,0
170,07/09/2016,NSH,30,JAX,26,0
171,07/09/2016,OTT,37,PHI,16,0
172,07/09/2016,DAL,27,RAL,22,0
173,07/09/2016,SF,27,SJ,20,0
174,07/09/2016,PIT,29,MIN,21,0
175,07/09/2016,SEA,31,VAN,27,0
176,07/09/2016,LA,30,SD,24,0
177,07/10/2016,DET,19,MIN,20,0
178,07/10/2016,MAD,23,IND,17,0
179,07/10/2016,ATL,27,JAX,26,0
180,07/10/2016,MTL,27,PHI,19,0
181,07/10/2016,AUS,33,RAL,12,0
182,07/16/2016,PIT,20,MIN,18,1
183,07/16/2016,LA,23,SEA,31,1
184,07/16/2016,DC,24,NY,20,1
185,07/17/2016,SF,17,SEA,23,1
186,07/17/2016,RAL,23,ATL,25,1
187,07/23/2016,DAL,28,ATL,21,1
188,07/23/2016,MAD,20,PIT,16,1
189,07/23/2016,TOR,23,DC,21,1
190,08/06/2016,DAL,27,TOR,20,1
191,08/06/2016,MAD,25,SEA,26,1
192,08/07/2016,DAL,33,SEA,27,1
