,gameorder,game_id,_iscopy,year_id,date,seasongame,is_playoffs,team_id,pts,elo_i,elo_n,opp_id,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast
26,14,201304270IND,0,2013,04/27/2013,3,0,IND,15,1493.1753010893094,1463.4906100300052,CHI,25,1523.2459500798025,1552.9306411391067,H,L,0.5992991386603482
27,14,201304270IND,1,2013,04/27/2013,3,0,CHI,25,1523.2459500798025,1552.9306411391067,IND,15,1493.1753010893094,1463.4906100300052,A,W,0.40070086133965177
28,15,201304270MIN,0,2013,04/27/2013,3,0,MIN,20,1526.7554997202194,1511.1931336524663,MAD,22,1504.5664932596142,1520.1288593273673,H,L,0.6689359516752387
29,15,201304270MIN,1,2013,04/27/2013,3,0,MAD,22,1504.5664932596142,1520.1288593273673,MIN,20,1526.7554997202194,1511.1931336524663,A,W,0.33106404832476133
30,16,2013042800DC,0,2013,04/28/2013,2,0,DC,26,1461.2375546949927,1465.8000844298836,ROC,25,1450.40455277867,1445.8420230437791,H,W,0.6543025853898797
31,16,2013042800DC,1,2013,04/28/2013,4,0,ROC,25,1450.40455277867,1445.8420230437791,DC,26,1461.2375546949927,1465.8000844298836,A,L,0.34569741461012027
32,17,201304280CHI,0,2013,04/28/2013,4,0,CHI,23,1552.9306411391067,1562.0324119536047,CIN,16,1451.618818911093,1442.517048096595,H,W,0.7611226005769571
33,17,201304280CHI,1,2013,04/28/2013,4,0,CIN,16,1451.618818911093,1442.517048096595,CHI,23,1552.9306411391067,1562.0324119536047,A,L,0.23887739942304287
34,18,2013042800NJ,0,2013,04/28/2013,2,0,NJ,19,1517.86764501668,1490.348063261015,TOR,29,1574.2452961285849,1601.7648778842497,H,L,0.5624497955944473
35,18,2013042800NJ,1,2013,04/28/2013,4,0,TOR,29,1574.2452961285849,1601.7648778842497,NJ,19,1517.86764501668,1490.348063261015,A,W,0.4375502044055527
36,19,201305030MAD,0,2013,05/03/2013,4,0,MAD,19,1520.1288593273673,1530.8073238374243,MIN,15,1511.1931336524663,1500.5146691424093,H,W,0.651828075388973
37,19,201305030MAD,1,2013,05/03/2013,4,0,MIN,15,1511.1931336524663,1500.5146691424093,MAD,19,1520.1288593273673,1530.8073238374243,A,L,0.348171924611027
38,20,201305040DET,0,2013,05/04/2013,4,0,DET,22,1500.6379369399615,1514.0301131295623,MIN,16,1500.5146691424093,1487.1224929528084,H,W,0.6402284593582575
39,20,201305040DET,1,2013,05/04/2013,5,0,MIN,16,1500.5146691424093,1487.1224929528084,DET,22,1500.6379369399615,1514.0301131295623,A,L,0.35977154064174255
40,21,2013050400NY,0,2013,05/04/2013,3,0,NY,25,1488.745863747255,1505.6781593714586,DC,11,1465.8000844298836,1448.86778880568,H,W,0.6698999973688845
41,21,2013050400NY,1,2013,05/04/2013,3,0,DC,11,1465.8000844298836,1448.86778880568,NY,25,1488.745863747255,1505.6781593714586,A,L,0.3301000026311155
42,22,201305040TOR,0,2013,05/04/2013,5,0,TOR,31,1601.7648778842497,1612.766182787509,NJ,18,1490.348063261015,1479.3467583577558,H,W,0.7715374683154904
43,22,201305040TOR,1,2013,05/04/2013,3,0,NJ,18,1490.348063261015,1479.3467583577558,TOR,31,1601.7648778842497,1612.766182787509,A,L,0.22846253168450958
44,23,201305040CHI,0,2013,05/04/2013,5,0,CHI,25,1562.0324119536047,1571.7781703739279,IND,17,1463.4906100300052,1453.744851609682,H,W,0.7582114065449644
45,23,201305040CHI,1,2013,05/04/2013,4,0,IND,17,1463.4906100300052,1453.744851609682,CHI,25,1562.0324119536047,1571.7781703739279,A,L,0.24178859345503556
46,24,201305050PHI,0,2013,05/05/2013,3,0,PHI,23,1507.4990876338175,1517.0705111683953,DC,18,1448.86778880568,1439.296365271102,H,W,0.7136453719132474
47,24,201305050PHI,1,2013,05/05/2013,4,0,DC,18,1448.86778880568,1439.296365271102,PHI,23,1507.4990876338175,1517.0705111683953,A,L,0.2863546280867526
48,25,201305050DET,0,2013,05/05/2013,5,0,DET,22,1514.0301131295623,1503.0762110664757,CIN,23,1442.517048096595,1453.4709501596817,H,L,0.7285559862799162
49,25,201305050DET,1,2013,05/05/2013,5,0,CIN,23,1442.517048096595,1453.4709501596817,DET,22,1514.0301131295623,1503.0762110664757,A,W,0.27144401372008375
50,26,201305050ROC,0,2013,05/05/2013,5,0,ROC,20,1445.8420230437791,1459.9453817937879,NJ,15,1479.3467583577558,1465.243399607747,H,W,0.5945428302581154
51,26,201305050ROC,1,2013,05/05/2013,4,0,NJ,15,1479.3467583577558,1465.243399607747,ROC,20,1445.8420230437791,1459.9453817937879,A,L,0.4054571697418846
52,27,201305110ROC,0,2013,05/11/2013,6,0,ROC,21,1459.9453817937879,1465.6619119343486,NY,20,1505.6781593714586,1499.9616292308979,H,W,0.5774678529757502
53,27,201305110ROC,1,2013,05/11/2013,4,0,NY,20,1505.6781593714586,1499.9616292308979,ROC,21,1459.9453817937879,1465.6619119343486,A,L,0.4225321470242498
54,28,201305110MIN,0,2013,05/11/2013,6,0,MIN,15,1487.1224929528084,1472.5460306412228,CHI,18,1571.7781703739279,1586.3546326855135,H,L,0.5220679092871137
55,28,201305110MIN,1,2013,05/11/2013,6,0,CHI,18,1571.7781703739279,1586.3546326855135,MIN,15,1487.1224929528084,1472.5460306412228,A,W,0.47793209071288634
56,29,201305120CIN,0,2013,05/12/2013,6,0,CIN,17,1453.4709501596817,1470.8715681512558,DET,10,1503.0762110664757,1485.6755930749016,H,W,0.5720194974519243
57,29,201305120CIN,1,2013,05/12/2013,6,0,DET,10,1503.0762110664757,1485.6755930749016,CIN,17,1453.4709501596817,1470.8715681512558,A,L,0.42798050254807574
58,30,2013051200DC,0,2013,05/12/2013,5,0,DC,18,1439.296365271102,1452.9908139487661,NJ,13,1465.243399607747,1451.548950930083,H,W,0.604985767501895
59,30,2013051200DC,1,2013,05/12/2013,5,0,NJ,13,1465.243399607747,1451.548950930083,DC,18,1439.296365271102,1452.9908139487661,A,L,0.39501423249810497
60,31,201305120MAD,0,2013,05/12/2013,5,0,MAD,15,1530.8073238374243,1522.8326778613216,CHI,16,1586.3546326855135,1594.3292786616162,H,L,0.5636257596611757
61,31,201305120MAD,1,2013,05/12/2013,7,0,CHI,16,1586.3546326855135,1594.3292786616162,MAD,15,1530.8073238374243,1522.8326778613216,A,W,0.4363742403388243
62,32,201305120TOR,0,2013,05/12/2013,6,0,TOR,16,1612.766182787509,1621.3763792884167,NY,9,1499.9616292308979,1491.3514327299902,H,W,0.7729425194653567
63,32,201305120TOR,1,2013,05/12/2013,5,0,NY,9,1499.9616292308979,1491.3514327299902,TOR,16,1612.766182787509,1621.3763792884167,A,L,0.22705748053464325
64,33,2013051800DC,0,2013,05/18/2013,6,0,DC,17,1452.9908139487661,1445.218356798202,PHI,18,1517.0705111683953,1524.8429683189595,H,L,0.5515100737354381
65,33,2013051800DC,1,2013,05/18/2013,4,0,PHI,18,1517.0705111683953,1524.8429683189595,DC,17,1452.9908139487661,1445.218356798202,A,W,0.44848992626456186
66,34,201305180ROC,0,2013,05/18/2013,7,0,ROC,21,1465.6619119343486,1448.605722753052,TOR,28,1621.3763792884167,1638.4325684697133,H,L,0.4205007135877674
67,34,201305180ROC,1,2013,05/18/2013,7,0,TOR,28,1621.3763792884167,1638.4325684697133,ROC,21,1465.6619119343486,1448.605722753052,A,W,0.5794992864122326
68,35,2013051800NJ,0,2013,05/18/2013,6,0,NJ,16,1451.548950930083,1425.0832154249936,NY,24,1491.3514327299902,1517.8171682350796,H,L,0.5857745918169632
69,35,2013051800NJ,1,2013,05/18/2013,6,0,NY,24,1491.3514327299902,1517.8171682350796,NJ,16,1451.548950930083,1425.0832154249936,A,W,0.41422540818303677
70,36,201305180IND,0,2013,05/18/2013,5,0,IND,28,1453.744851609682,1469.0930223212595,CIN,21,1470.8715681512558,1455.5233974396783,H,W,0.6170526801511645
71,36,201305180IND,1,2013,05/18/2013,7,0,CIN,21,1470.8715681512558,1455.5233974396783,IND,28,1453.744851609682,1469.0930223212595,A,L,0.38294731984883545
72,37,201305180MAD,0,2013,05/18/2013,6,0,MAD,26,1522.8326778613216,1536.9295189975335,DET,16,1485.6755930749016,1471.5787519386897,H,W,0.6877324753356664
73,37,201305180MAD,1,2013,05/18/2013,7,0,DET,16,1485.6755930749016,1471.5787519386897,MAD,26,1522.8326778613216,1536.9295189975335,A,L,0.3122675246643336
74,38,201305190MIN,0,2013,05/19/2013,7,0,MIN,20,1472.5460306412228,1491.1186719347932,DET,6,1471.5787519386897,1453.0061106451194,H,W,0.6413467865837479
75,38,201305190MIN,1,2013,05/19/2013,8,0,DET,6,1471.5787519386897,1453.0061106451194,MIN,20,1472.5460306412228,1491.1186719347932,A,L,0.3586532134162521
76,39,201305240MAD,0,2013,05/24/2013,7,0,MAD,27,1536.9295189975335,1546.0363453528732,MIN,23,1491.1186719347932,1482.0118455794534,H,W,0.6983292924585566
77,39,201305240MAD,1,2013,05/24/2013,8,0,MIN,23,1491.1186719347932,1482.0118455794534,MAD,27,1536.9295189975335,1546.0363453528732,A,L,0.30167070754144343
78,40,2013052500DC,0,2013,05/25/2013,7,0,DC,14,1445.218356798202,1430.6122385196347,ROC,16,1448.605722753052,1463.2118410316193,H,L,0.6355605689119399
79,40,2013052500DC,1,2013,05/25/2013,8,0,ROC,16,1448.605722753052,1463.2118410316193,DC,14,1445.218356798202,1430.6122385196347,A,W,0.3644394310880601
80,41,201305250DET,0,2013,05/25/2013,9,0,DET,19,1453.0061106451194,1439.0785876846735,CHI,23,1594.3292786616162,1608.256801622062,H,L,0.44081002163948135
81,41,201305250DET,1,2013,05/25/2013,8,0,CHI,23,1594.3292786616162,1608.256801622062,DET,19,1453.0061106451194,1439.0785876846735,A,W,0.5591899783605186
82,42,2013052500NJ,0,2013,05/25/2013,7,0,NJ,15,1425.0832154249936,1407.1512727291915,PHI,20,1524.8429683189595,1542.7749110147615,H,L,0.500345743323012
83,42,2013052500NJ,1,2013,05/25/2013,5,0,PHI,20,1524.8429683189595,1542.7749110147615,NJ,15,1425.0832154249936,1407.1512727291915,A,W,0.49965425667698804
84,43,201305250CIN,0,2013,05/25/2013,8,0,CIN,21,1455.5233974396783,1430.331254519261,IND,27,1469.0930223212595,1494.2851652416769,H,L,0.6218794570022894
85,43,201305250CIN,1,2013,05/25/2013,6,0,IND,27,1469.0930223212595,1494.2851652416769,CIN,21,1455.5233974396783,1430.331254519261,A,W,0.3781205429977106
86,44,201305260PHI,0,2013,05/26/2013,6,0,PHI,17,1542.7749110147615,1546.1377604776144,ROC,16,1463.2118410316193,1459.8489915687665,H,W,0.7376225485416693
87,44,201305260PHI,1,2013,05/26/2013,9,0,ROC,16,1463.2118410316193,1459.8489915687665,PHI,17,1542.7749110147615,1546.1377604776144,A,L,0.2623774514583307
88,45,201305260CIN,0,2013,05/26/2013,9,0,CIN,19,1430.331254519261,1412.2772580303088,IND,23,1494.2851652416769,1512.339161730629,H,L,0.5516891671621338
89,45,201305260CIN,1,2013,05/26/2013,7,0,IND,23,1494.2851652416769,1512.339161730629,CIN,19,1430.331254519261,1412.2772580303088,A,W,0.4483108328378662
90,46,201306010TOR,0,2013,06/01/2013,8,0,TOR,28,1638.4325684697133,1649.3896162817439,PHI,18,1546.1377604776144,1535.1807126655838,H,W,0.751557799941972
91,46,201306010TOR,1,2013,06/01/2013,7,0,PHI,18,1546.1377604776144,1535.1807126655838,TOR,28,1638.4325684697133,1649.3896162817439,A,L,0.24844220005802797
92,47,2013060100NJ,0,2013,06/01/2013,8,0,NJ,20,1407.1512727291915,1393.3015056778197,DC,22,1430.6122385196347,1444.4620055710066,H,L,0.6084005833009303
93,47,2013060100NJ,1,2013,06/01/2013,8,0,DC,22,1430.6122385196347,1444.4620055710066,NJ,20,1407.1512727291915,1393.3015056778197,A,W,0.3915994166990697
94,48,201306010MIN,0,2013,06/01/2013,9,0,MIN,26,1482.0118455794534,1496.6883197858062,CIN,9,1412.2772580303088,1397.600783823956,H,W,0.7265266180328303
95,48,201306010MIN,1,2013,06/01/2013,10,0,CIN,9,1412.2772580303088,1397.600783823956,MIN,26,1482.0118455794534,1496.6883197858062,A,L,0.27347338196716975
96,49,201306020ROC,0,2013,06/02/2013,10,0,ROC,14,1459.8489915687665,1469.9432116760256,PHI,12,1535.1807126655838,1525.0864925583246,H,W,0.5354409727013942
97,49,201306020ROC,1,2013,06/02/2013,8,0,PHI,12,1535.1807126655838,1525.0864925583246,ROC,14,1459.8489915687665,1469.9432116760256,A,L,0.46455902729860576
98,50,2013060200NY,0,2013,06/02/2013,7,0,NY,23,1517.8171682350796,1529.7912004959862,DC,13,1444.4620055710066,1432.4879733101,H,W,0.7306479598748283
99,50,2013060200NY,1,2013,06/02/2013,9,0,DC,13,1444.4620055710066,1432.4879733101,NY,23,1517.8171682350796,1529.7912004959862,A,L,0.26935204012517167
100,51,201306020MAD,0,2013,06/02/2013,8,0,MAD,26,1546.0363453528732,1552.788269109036,CIN,20,1397.600783823956,1390.848860067793,H,W,0.806918462464997
101,51,201306020MAD,1,2013,06/02/2013,11,0,CIN,20,1397.600783823956,1390.848860067793,MAD,26,1546.0363453528732,1552.788269109036,A,L,0.193081537535003
102,52,201306020IND,0,2013,06/02/2013,8,0,IND,22,1512.339161730629,1496.0254106316133,CHI,26,1608.256801622062,1624.5705527210778,H,L,0.5058747181005155
103,52,201306020IND,1,2013,06/02/2013,9,0,CHI,26,1608.256801622062,1624.5705527210778,IND,22,1512.339161730629,1496.0254106316133,A,W,0.49412528189948446
104,53,201306070MIN,0,2013,06/07/2013,10,0,MIN,24,1496.6883197858062,1488.7267877663496,MAD,25,1552.788269109036,1560.7498011284927,H,L,0.5628431668141767
105,53,201306070MIN,1,2013,06/07/2013,9,0,MAD,25,1552.788269109036,1560.7498011284927,MIN,24,1496.6883197858062,1488.7267877663496,A,W,0.4371568331858233
106,54,201306080PHI,0,2013,06/08/2013,9,0,PHI,31,1525.0864925583246,1532.4301375766347,DC,27,1432.4879733101,1425.1443282917899,H,W,0.7518840970820676
107,54,201306080PHI,1,2013,06/08/2013,10,0,DC,27,1432.4879733101,1425.1443282917899,PHI,31,1525.0864925583246,1532.4301375766347,A,L,0.2481159029179324
108,55,201306080ROC,0,2013,06/08/2013,11,0,ROC,26,1469.9432116760256,1479.513246063434,NJ,20,1393.3015056778197,1383.7314712904113,H,W,0.7343549347706856
109,55,201306080ROC,1,2013,06/08/2013,9,0,NJ,20,1393.3015056778197,1383.7314712904113,ROC,26,1469.9432116760256,1479.513246063434,A,L,0.2656450652293144
110,56,201306080CHI,0,2013,06/08/2013,10,0,CHI,21,1624.5705527210778,1631.926411129332,DET,9,1439.0785876846735,1431.7227292764192,H,W,0.8380002839886316
111,56,201306080CHI,1,2013,06/08/2013,10,0,DET,9,1439.0785876846735,1431.7227292764192,CHI,21,1624.5705527210778,1631.926411129332,A,L,0.16199971601136842
112,57,201306090TOR,0,2013,06/09/2013,9,0,TOR,33,1649.3896162817439,1654.8745720479187,NJ,15,1383.7314712904113,1378.2465155242364,H,W,0.8913782778626054
113,57,201306090TOR,1,2013,06/09/2013,10,0,NJ,15,1383.7314712904113,1378.2465155242364,TOR,33,1649.3896162817439,1654.8745720479187,A,L,0.10862172213739463
114,58,2013060900NY,0,2013,06/09/2013,8,0,NY,19,1529.7912004959862,1534.6160539669936,PHI,18,1532.4301375766347,1527.6052841056273,H,W,0.6365578883776224
115,58,2013060900NY,1,2013,06/09/2013,10,0,PHI,18,1532.4301375766347,1527.6052841056273,NY,19,1529.7912004959862,1534.6160539669936,A,L,0.3634421116223776
116,59,201306090IND,0,2013,06/09/2013,9,0,IND,27,1496.0254106316133,1504.4038391797894,DET,23,1431.7227292764192,1423.344300728243,H,W,0.7202701959576365
117,59,201306090IND,1,2013,06/09/2013,11,0,DET,23,1431.7227292764192,1423.344300728243,IND,27,1496.0254106316133,1504.4038391797894,A,L,0.2797298040423635
118,60,201306150PHI,0,2013,06/15/2013,11,0,PHI,17,1527.6052841056273,1506.4073326722712,NY,21,1534.6160539669936,1555.8140054003497,H,L,0.6307158489649586
119,60,201306150PHI,1,2013,06/15/2013,9,0,NY,21,1534.6160539669936,1555.8140054003497,PHI,17,1527.6052841056273,1506.4073326722712,A,W,0.3692841510350414
120,61,201306150CIN,0,2013,06/15/2013,12,0,CIN,23,1390.848860067793,1404.4480337662994,MAD,21,1560.7498011284927,1547.1506274299863,H,W,0.40074013461566516
121,61,201306150CIN,1,2013,06/15/2013,10,0,MAD,21,1560.7498011284927,1547.1506274299863,CIN,23,1390.848860067793,1404.4480337662994,A,L,0.5992598653843348
122,62,201306150CHI,0,2013,06/15/2013,11,0,CHI,26,1631.926411129332,1634.395811148032,MIN,25,1488.7267877663496,1486.2573877476498,H,W,0.8021790594857385
123,62,201306150CHI,1,2013,06/15/2013,11,0,MIN,25,1488.7267877663496,1486.2573877476498,CHI,26,1631.926411129332,1634.395811148032,A,L,0.19782094051426147
124,63,201306160TOR,0,2013,06/16/2013,10,0,TOR,25,1654.8745720479187,1659.0654586076914,ROC,22,1479.513246063434,1475.3223595036613,H,W,0.8299266079642644
125,63,201306160TOR,1,2013,06/16/2013,12,0,ROC,22,1479.513246063434,1475.3223595036613,TOR,25,1654.8745720479187,1659.0654586076914,A,L,0.17007339203573557
126,64,2013061600DC,0,2013,06/16/2013,11,0,DC,16,1425.1443282917899,1412.675780396422,NY,19,1555.8140054003497,1568.2825532957177,H,L,0.45597707502271273
127,64,2013061600DC,1,2013,06/16/2013,10,0,NY,19,1555.8140054003497,1568.2825532957177,DC,16,1425.1443282917899,1412.675780396422,A,W,0.5440229249772872
128,65,2013061600NJ,0,2013,06/16/2013,11,0,NJ,17,1378.2465155242364,1363.6407497059822,PHI,21,1506.4073326722712,1521.0130984905254,H,L,0.45956184241331366
129,65,2013061600NJ,1,2013,06/16/2013,12,0,PHI,21,1506.4073326722712,1521.0130984905254,NJ,17,1378.2465155242364,1363.6407497059822,A,W,0.5404381575866863
130,66,201306160IND,0,2013,06/16/2013,10,0,IND,22,1504.4038391797894,1491.2820625701218,MAD,24,1547.1506274299863,1560.272404039654,H,L,0.5816562026087025
131,66,201306160IND,1,2013,06/16/2013,11,0,MAD,24,1547.1506274299863,1560.272404039654,IND,22,1504.4038391797894,1491.2820625701218,A,W,0.41834379739129746
132,67,201306220DET,0,2013,06/22/2013,12,0,DET,26,1423.344300728243,1408.8946906970998,CHI,34,1634.395811148032,1648.8454211791752,H,L,0.3454129590233814
133,67,201306220DET,1,2013,06/22/2013,12,0,CHI,34,1634.395811148032,1648.8454211791752,DET,26,1423.344300728243,1408.8946906970998,A,W,0.6545870409766186
134,68,201306220TOR,0,2013,06/22/2013,11,0,TOR,40,1659.0654586076914,1665.7307814283524,DC,16,1412.675780396422,1406.010457575761,H,W,0.8801634896218923
135,68,201306220TOR,1,2013,06/22/2013,12,0,DC,16,1412.675780396422,1406.010457575761,TOR,40,1659.0654586076914,1665.7307814283524,A,L,0.11983651037810772
136,69,2013062200NY,0,2013,06/22/2013,11,0,NY,23,1568.2825532957177,1572.1792682606172,PHI,22,1521.0130984905254,1517.116383525626,H,W,0.7000951776149603
137,69,2013062200NY,1,2013,06/22/2013,13,0,PHI,22,1521.0130984905254,1517.116383525626,NY,23,1568.2825532957177,1572.1792682606172,A,L,0.2999048223850397
138,70,201306220MAD,0,2013,06/22/2013,12,0,MAD,20,1560.272404039654,1568.4727026898415,IND,16,1491.2820625701218,1483.0817639199342,H,W,0.7256745782688186
139,70,201306220MAD,1,2013,06/22/2013,11,0,IND,16,1491.2820625701218,1483.0817639199342,MAD,20,1560.272404039654,1568.4727026898415,A,L,0.27432542173118135
140,71,201306230ROC,0,2013,06/23/2013,13,0,ROC,24,1475.3223595036613,1483.5105361778155,DC,20,1406.010457575761,1397.8222809016067,H,W,0.7260429148010467
141,71,201306230ROC,1,2013,06/23/2013,13,0,DC,20,1406.010457575761,1397.8222809016067,ROC,24,1475.3223595036613,1483.5105361778155,A,L,0.27395708519895334
142,72,201306230MIN,0,2013,06/23/2013,12,0,MIN,21,1486.2573877476498,1456.5523571405542,IND,29,1483.0817639199342,1512.7867945270298,H,L,0.6442655896894931
143,72,201306230MIN,1,2013,06/23/2013,12,0,IND,29,1483.0817639199342,1512.7867945270298,MIN,21,1486.2573877476498,1456.5523571405542,A,W,0.3557344103105069
144,73,201306230CIN,0,2013,06/23/2013,13,0,CIN,17,1404.4480337662994,1396.554441943339,CHI,20,1648.8454211791752,1656.7390130021356,H,L,0.3033875541952416
145,73,201306230CIN,1,2013,06/23/2013,13,0,CHI,20,1648.8454211791752,1656.7390130021356,CIN,17,1404.4480337662994,1396.554441943339,A,W,0.6966124458047585
146,74,2013062300NJ,0,2013,06/23/2013,12,0,NJ,21,1363.6407497059822,1382.636013378908,NY,18,1572.1792682606172,1553.1840045876913,H,W,0.3486910235459144
147,74,2013062300NJ,1,2013,06/23/2013,12,0,NY,18,1572.1792682606172,1553.1840045876913,NJ,21,1363.6407497059822,1382.636013378908,A,L,0.6513089764540856
148,75,2013062900DC,0,2013,06/29/2013,14,0,DC,21,1397.8222809016067,1387.5358354092887,PHI,23,1517.116383525626,1527.402829017944,H,L,0.4722620621557192
149,75,2013062900DC,1,2013,06/29/2013,14,0,PHI,23,1517.116383525626,1527.402829017944,DC,21,1397.8222809016067,1387.5358354092887,A,W,0.5277379378442808
150,76,2013062900NY,0,2013,06/29/2013,13,0,NY,22,1553.1840045876913,1561.3631455382676,NJ,9,1382.636013378908,1374.4568724283317,H,W,0.8259798711723596
151,76,2013062900NY,1,2013,06/29/2013,13,0,NJ,9,1382.636013378908,1374.4568724283317,NY,22,1553.1840045876913,1561.3631455382676,A,L,0.1740201288276404
152,77,201306290TOR,0,2013,06/29/2013,12,0,TOR,28,1665.7307814283524,1672.7259886190523,ROC,18,1483.5105361778155,1476.5153289871157,H,W,0.8354272190903691
153,77,201306290TOR,1,2013,06/29/2013,14,0,ROC,18,1483.5105361778155,1476.5153289871157,TOR,28,1665.7307814283524,1672.7259886190523,A,L,0.1645727809096309
154,78,201306290CHI,0,2013,06/29/2013,14,0,CHI,13,1656.7390130021356,1638.784856122809,MAD,15,1568.4727026898415,1586.426859569168,H,L,0.7472026018773711
155,78,201306290CHI,1,2013,06/29/2013,13,0,MAD,15,1568.4727026898415,1586.426859569168,CHI,13,1656.7390130021356,1638.784856122809,A,W,0.2527973981226289
156,79,201306290MIN,0,2013,06/29/2013,13,0,MIN,35,1456.5523571405542,1469.7444712808347,CIN,24,1396.554441943339,1383.3623278030586,H,W,0.715250306825945
157,79,201306290MIN,1,2013,06/29/2013,14,0,CIN,24,1396.554441943339,1383.3623278030586,MIN,35,1456.5523571405542,1469.7444712808347,A,L,0.28474969317405496
158,80,201306290IND,0,2013,06/29/2013,13,0,IND,24,1512.7867945270298,1521.7764080140464,DET,17,1408.8946906970998,1399.9050772100832,H,W,0.7638126692281257
159,80,201306290IND,1,2013,06/29/2013,13,0,DET,17,1408.8946906970998,1399.9050772100832,IND,24,1512.7867945270298,1521.7764080140464,A,L,0.23618733077187426
160,81,201306300PHI,0,2013,06/30/2013,15,0,PHI,20,1527.402829017944,1532.104361202023,NJ,17,1374.4568724283317,1369.7553402442527,H,W,0.810931464548468
